_id,created_at,name,username,message,link,link_image,likes_count,shares_count,comments_count,type,views,user_link,id_post,date,hour,weekday,reactions_count,query
647640debbad6288ac997348,2023-03-10 15:49:25,MÁS ALLÁ DEL GOL,Masalladelgol20,"#Vinotinto | El Presidente de la @FVF_Oficial, Jorge Giménez, confirmó a Fernando ""Bocha"" Batista, como el entrenador de la @SeleVinotinto, para las Eliminatorias al Mundial 2026.

 Batista, estará acompañado por Leandro Cufré, Jorge Pidal y Vicente Rosales. | . 🧑‍🏫",https://twitter.com/Masalladelgol20/status/1634219916885729282,['https://pbs.twimg.com/media/Fq3qNc-XsAAF9R4?format=jpg&name=small'],13,5,0,carrusel,727,https://twitter.com/Masalladelgol20,1634219916885729282,2023-03-10,11,Viernes,18,fvf
647640debbad6288ac997349,2023-03-10 15:49:20,Detrás de Cancha FC,DDCfut,"¡TENEMOS NUEVO ENTRENADOR! La @FVF_Oficial y su presidente Jorge Giménez anunciaron la continuidad de Fernando Batista al frente de la @SeleVinotinto 

Junto a él, Leandro Cufré, Jorge Pidal y Vicente Rosales estarán dentro del cuerpo técnico vinotinto. | . ",https://twitter.com/DDCfut/status/1634219898942488578,['https://pbs.twimg.com/media/Fq3p_lvWAAE10tH?format=jpg&name=small'],7,3,0,carrusel,539,https://twitter.com/DDCfut,1634219898942488578,2023-03-10,11,Viernes,10,fvf
647640debbad6288ac99734a,2023-03-10 15:48:00,Manuel,GilManuel29,"Estamos presentes en lo que será la rueda de prensa del presidente de la @FVF_Oficial, Jorge Giménez. | . ",https://twitter.com/GilManuel29/status/1634219560067817474,['https://pbs.twimg.com/media/Fq3qB0FXsAEdbkw?format=jpg&name=small'],1,0,0,carrusel,92,https://twitter.com/GilManuel29,1634219560067817474,2023-03-10,11,Viernes,1,fvf
647640debbad6288ac99734b,2023-03-10 15:47:59,Martín Ramos,martinramostv,"“Hoy estoy acá para anunciarles que Fernando ‘Bocha’ Batista será el encargado de continuar al mando de la @SeleVinotinto junto a Leandro Cufré, Jorge Pidal, Vicente Rosales…”

Jorge Giménez, presidente de la @FVF_Oficial, en rueda de prensa.

Venezuela ya tiene entrenador…  | . 🫡",https://twitter.com/martinramostv/status/1634219557299560453,['https://pbs.twimg.com/media/Fq3qBi2X0AAN6dX?format=jpg&name=small'],2,0,0,carrusel,228,https://twitter.com/martinramostv,1634219557299560453,2023-03-10,11,Viernes,2,fvf
647640debbad6288ac99734c,2023-03-10 15:47:48,Luis Arroyo,ELCHILI,"Vía FVF: Fernando “Bocha” Batista DT de La Vinotinto

Mano, tenemos DT | . ",https://twitter.com/ELCHILI/status/1634219512110129152,['https://pbs.twimg.com/profile_images/1663159944105930753/wGHlvj-S_normal.jpg'],35,4,11,image,2820,https://twitter.com/ELCHILI,1634219512110129152,2023-03-10,11,Viernes,50,fvf
647640debbad6288ac99734d,2023-03-10 15:47:40,800 Noticias,800Noticias_,"#10Mar | El nuevo entrenador de la selección nacional Vinotinto será, Fernando «Bocha» Batista, anunció la FVF. | . ",https://twitter.com/800Noticias_/status/1634219479402946571,['https://pbs.twimg.com/media/Fq3p9LnX0AkJ4PA?format=jpg&name=small'],1,0,0,carrusel,169,https://twitter.com/800Noticias_,1634219479402946571,2023-03-10,11,Viernes,1,fvf
647640debbad6288ac99734e,2023-03-10 15:47:40,Carlos Fernandez,_Carlosf20,"Presidente de la FVF: ""El fútbol venezolano se respeta""

No lo respetan ni ustedes mismos como piensan exigir respeto a otros. | . ",https://twitter.com/_Carlosf20/status/1634219478744530946,['https://pbs.twimg.com/profile_images/1520497646250647553/tyR5eoC4_normal.jpg'],2,0,0,image,59,https://twitter.com/_Carlosf20,1634219478744530946,2023-03-10,11,Viernes,2,fvf
647640debbad6288ac99734f,2023-03-10 15:47:35,Anthony,AnthonyF26,"Está bien que Giménez se haya expresado y mencionado que la FVF no es perfecta, pero todo con un discurso muy caletre, demasiado cuidado, sin carisma y sin naturalidad. 

Lo mejor para alguien como el Bocha Batista que mostró lo que se buscaba, compromiso. | . ",https://twitter.com/AnthonyF26/status/1634219456753725441,['https://pbs.twimg.com/profile_images/1608878488160813056/6G9ETVPV_normal.jpg'],0,0,0,image,91,https://twitter.com/AnthonyF26,1634219456753725441,2023-03-10,11,Viernes,0,fvf
647640debbad6288ac997350,2023-03-10 15:47:28,Trina Ballesteros Gil,LaBallesteros,"En rueda de prensa, el presidente de la @FVF_Oficial Jorge Giménez anunció al argentino Fernando “Bocha” Batista como nuevo Seleccionador Nacional. | . ",https://twitter.com/LaBallesteros/status/1634219427938942979,['https://pbs.twimg.com/profile_images/1649222170998874114/_uNyVdWQ_normal.jpg'],0,0,0,image,135,https://twitter.com/LaBallesteros,1634219427938942979,2023-03-10,11,Viernes,0,fvf
647640debbad6288ac997351,2023-03-10 15:47:22,𝑲𝒊𝒌𝒆 𝑮𝒖𝒆𝒗𝒂𝒓𝒂,Kike_Deportes,"#OFICIAL desde la @FVF_Oficial

El Fútbol Venezolano se respeta.... 

Los jugadores Venezolanos se respeta....

La Vinotinto se respeta.... 

 Jorge Giménez | . 🗣️",https://twitter.com/Kike_Deportes/status/1634219403154792448,[],1,1,0,carrusel,37,https://twitter.com/Kike_Deportes,1634219403154792448,2023-03-10,11,Viernes,2,fvf
647640debbad6288ac997352,2023-03-10 15:47:22,Fabiola Sabedra,fabiola_sabedra,"""No trabajaremos con nadie que no esté comprometido con la Vinotinto... nuestro fútbol se respeta"" Jorge Giménez, presidente de la FVF en rueda de prensa. | . ",https://twitter.com/fabiola_sabedra/status/1634219401170780160,['https://pbs.twimg.com/profile_images/1358564402807656450/kl88R9pD_normal.jpg'],3,0,1,image,158,https://twitter.com/fabiola_sabedra,1634219401170780160,2023-03-10,11,Viernes,4,fvf
647640debbad6288ac997353,2023-03-10 15:47:14,Joel Casanova Ramírez,joelcasanova,"Fernando Batista pertenecía al cuerpo de José Pekerman y en el anuncio se valoró ""el compromiso y respaldo de los valores con la @FVF_Oficial"" distanciando la situación acontecida directamente con Pekerman y Lezcano | . ",https://twitter.com/joelcasanova/status/1634219369491202048,['https://pbs.twimg.com/profile_images/1645163898264252418/HCR4fBo-_normal.jpg'],2,0,0,image,183,https://twitter.com/joelcasanova,1634219369491202048,2023-03-10,11,Viernes,2,fvf
647640debbad6288ac997354,2023-03-10 15:47:00,Yovanny Vásquez,Yovavasquez96,"El Presidente de la @FVF_Oficial, Jorge Giménez, anuncia que Fernando ""Bocha"" Batista será el nuevo seleccionador nacional de la @SeleVinotinto. | . ",https://twitter.com/Yovavasquez96/status/1634219311656054785,['https://pbs.twimg.com/media/Fq3pzMwXsAAikUJ?format=jpg&name=360x360'],3,0,0,carrusel,471,https://twitter.com/Yovavasquez96,1634219311656054785,2023-03-10,11,Viernes,3,fvf
647640debbad6288ac997355,2023-03-10 15:46:18,Francisco News,FranciscoNewsVe,"Tras el nombramiento del Bocha Batista, el presidente de la FVF pidió un aplauso y NADIE APLAUDIO.

Allí se las dejo. | . ",https://twitter.com/FranciscoNewsVe/status/1634219133641412608,[],73,25,41,carrusel,7859,https://twitter.com/FranciscoNewsVe,1634219133641412608,2023-03-10,11,Viernes,139,fvf
647640debbad6288ac997356,2023-03-10 15:46:15,Gustavo Rivas,gustabinho19,"Es OFICIAL

Fernando “Bocha” Batista es el Nuevo seleccionar nacional de Venezuela. Así lo acaba de informar el presidente de la FVF Jorge Giménez en RDP. | . 🚨 🚨 🚨 🚨",https://twitter.com/gustabinho19/status/1634219121368809474,"['https://pbs.twimg.com/media/Fq3poCTWYAIT4ne?format=jpg&name=small', 'https://pbs.twimg.com/media/Fq3poTmXwAAKZRo?format=jpg&name=360x360']",0,0,0,carrusel,53,https://twitter.com/gustabinho19,1634219121368809474,2023-03-10,11,Viernes,0,fvf
