Source,Target,Type,Id,Label,Weight,Color
ericskyclear,pulidojorge,Directed,3630,,1,"#000000"
manuramirez95,Kike_Deportes,Directed,3632,,1,"#000000"
Ana40145618,El_Cooperante,Directed,3633,,0.5,"#000000"
mujika27,AthleticClub,Directed,3635,,0.5,"#000000"
Hollywrath,AthleticClub,Directed,3637,,0.5,"#000000"
chambista6,GobMonagas_,Directed,3639,,0.5,"#000000"
huririzar07,AthleticClub,Directed,3641,,0.5,"#000000"
Kike_Deportes,pulidojorge,Directed,3644,,2,"#000000"
OnlyAthletic_,AthleticClub,Directed,3645,,0.5,"#000000"
chambista_5,GobMonagas_,Directed,3647,,0.5,"#000000"
Zurigorri_leon,AthleticClub,Directed,3649,,0.5,"#000000"
enconexion5,GobMonagas_,Directed,3651,,0.5,"#000000"
prezjhon,GobMonagas_,Directed,3655,,0.5,"#000000"
prezjhon,MervinMaldonad0,Directed,3656,,0.5,"#000000"
Marcontonio7,pulidojorge,Directed,3659,,1,"#000000"
Guiller36840551,YordiPalma,Directed,3661,,1,"#000000"
Guiller36840551,klon_perez,Directed,3662,,1,"#000000"
kidJassen,idiomafutve,Directed,3663,,0.5,"#000000"
mr_sambo80,AthleticClub,Directed,3665,,0.5,"#000000"
reinaldocabell5,GobMonagas_,Directed,3667,,0.5,"#000000"
Alcides91527990,GobMonagas_,Directed,3669,,0.5,"#000000"
anthourba,GobMonagas_,Directed,3671,,0.5,"#000000"
eduar040880,idiomafutve,Directed,3674,,0.5,"#000000"
eduar040880,klon_perez,Directed,3675,,0.5,"#000000"
eduar040880,ErasmoProvenza,Directed,3676,,0.5,"#000000"
cgmagaly347,El_Cooperante,Directed,3678,,0.5,"#000000"
JonPerotti,AthleticClub,Directed,3680,,0.5,"#000000"
Giobatista19,Gorriteandounpo,Directed,3682,,0.5,"#000000"
noskisky,Gorriteandounpo,Directed,3684,,0.5,"#000000"
Urayerdi,Gorriteandounpo,Directed,3686,,0.5,"#000000"
zeusra85,GobMonagas_,Directed,3689,,0.5,"#000000"
zeusra85,MervinMaldonad0,Directed,3690,,0.5,"#000000"
blasco_inigo,AthleticClub,Directed,3692,,0.5,"#000000"
javidalber,AlbertoFiorino2,Directed,3695,,1,"#000000"
javidalber,ManoloDavilatv,Directed,3696,,1,"#000000"
osvir10,idiomafutve,Directed,3697,,0.5,"#000000"
osvir10,Naranjazos10,Directed,3698,,0.5,"#000000"
osvir10,SOLOVENEX_,Directed,3699,,0.5,"#000000"
marvijose3,foro_todofutbol,Directed,3701,,0.5,"#000000"
marvijose3,noticiaaldia,Directed,3702,,0.5,"#000000"
Josu_GG,AthleticClub,Directed,3705,,0.5,"#000000"
JoserrosasPsuv,GobMonagas_,Directed,3707,,0.5,"#000000"
koldocarballeda,AthleticClub,Directed,3709,,0.5,"#000000"
Miguel02877386,AthleticClub,Directed,3711,,0.5,"#000000"
piz_Zurigorri,AthleticClub,Directed,3713,,0.5,"#000000"
Agurtzane94,AthleticClub,Directed,3715,,0.5,"#000000"
ConchiFrail,Gorriteandounpo,Directed,3717,,0.5,"#000000"
canteradelezama,AthleticClub,Directed,3719,,0.5,"#000000"
CondeAnsurezval,AthleticClub,Directed,3721,,0.5,"#000000"
CondeAnsurezval,rfef,Directed,3722,,0.5,"#000000"
CondeAnsurezval,FCyLF,Directed,3723,,0.5,"#000000"
LafuenteJulito,AthleticClub,Directed,3725,,0.5,"#000000"
PedroPabloVsqu1,foro_todofutbol,Directed,3728,,0.5,"#000000"
masaragua1,idiomafutve,Directed,3730,,0.5,"#000000"
masaragua1,LaDivinaDiva,Directed,3731,,0.5,"#000000"
masaragua1,Naranjazos10,Directed,3732,,0.5,"#000000"
oscarkunfupanda,SportsVZLA2,Directed,3734,,0.5,"#000000"
VCammarano,SportsVZLA2,Directed,3736,,0.5,"#000000"
VCammarano,Tomapapa,Directed,3737,,0.5,"#000000"
VCammarano,Naranjazos10,Directed,3738,,0.5,"#000000"
VCammarano,klon_perez,Directed,3739,,0.5,"#000000"
chambista2,GobMonagas_,Directed,3741,,0.5,"#000000"
Carol09339361,GobMonagas_,Directed,3743,,0.5,"#000000"
Carol09339361,MervinMaldonad0,Directed,3744,,0.5,"#000000"
chambista1,GobMonagas_,Directed,3746,,0.5,"#000000"
chambista1,IDES_SUCRE,Directed,3747,,0.5,"#000000"
YusdelysCamero,GobMonagas_,Directed,3749,,0.5,"#000000"
YusdelysCamero,MervinMaldonad0,Directed,3750,,0.5,"#000000"
cehs_3009,GobMonagas_,Directed,3752,,0.5,"#000000"
YsbelR1004,GobMonagas_,Directed,3754,,0.5,"#000000"
YsbelR1004,Tomapapa,Directed,3755,,0.5,"#000000"
yubiseth1,GobMonagas_,Directed,3757,,0.5,"#000000"
barbarafina34,GobMonagas_,Directed,3759,,0.5,"#000000"
alejandroizarra,blaugranacolors,Directed,3762,,1,"#000000"
alejandroizarra,MaryLopez927,Directed,3763,,1,"#000000"
perezmla500,GobMonagas_,Directed,3764,,0.5,"#000000"
britoxle,idiomafutve,Directed,3766,,0.5,"#000000"
pdserrano,YudexRuiz,Directed,3769,,1,"#000000"
pdserrano,ScoutingFutve,Directed,3770,,1,"#000000"
osmanscandela3,ReporteYa,Directed,3771,,0.5,"#000000"
yolmer2,chacalburiel,Directed,3774,,1,"#000000"
lasolucionfacl,OswaldoVivenes,Directed,3775,,0.5,"#000000"
Alejand40052658,GobMonagas_,Directed,3777,,0.5,"#000000"
Alejand40052658,ApureHumana,Directed,3778,,0.5,"#000000"
gabriel_cfc,Tomapapa,Directed,3781,,0.5,"#000000"
gabriel_cfc,foro_todofutbol,Directed,3783,,0.5,"#000000"
gabriel_cfc,MarioSanchezVe,Directed,3784,,0.5,"#000000"
gabriel_cfc,eliaslopezvzla,Directed,3785,,2,"#000000"
gabriel_cfc,Naranjazos10,Directed,3786,,0.5,"#000000"
gabriel_cfc,Caracas_FC,Directed,3787,,0.5,"#000000"
gabriel_cfc,klon_perez,Directed,3788,,0.5,"#000000"
gabriel_cfc,conexgoleadora,Directed,3789,,2,"#000000"
gabriel_cfc,FVBbasketball,Directed,3790,,2,"#000000"
gabriel_cfc,EsRojas,Directed,3791,,2,"#000000"
gabriel_cfc,ligaFUTVEFIX,Directed,3792,,2,"#000000"
Desiree70213476,MaturinCandanga,Directed,3793,,0.5,"#000000"
Desiree70213476,GobMonagas_,Directed,3794,,0.5,"#000000"
juristapiloto13,angelluzcategui,Directed,3798,,0.5,"#000000"
polimonagas2,GobMonagas_,Directed,3800,,0.5,"#000000"
DouglasJBolivar,GobMonagas_,Directed,3802,,0.5,"#000000"
Anaconda625,GobMonagas_,Directed,3804,,0.5,"#000000"
GuerreroOribel,GobMonagas_,Directed,3806,,0.5,"#000000"
yatci75,GobMonagas_,Directed,3808,,0.5,"#000000"
Emerson_Verdi,conexgoleadora,Directed,3811,,2,"#000000"
JohnnyDiaz132,11DiegoP,Directed,3812,,0.5,"#000000"
JohnnyDiaz132,JohnnyDiaz132,Directed,3814,,1,"#000000"
JohnnyDiaz132,carlostaracher,Directed,3815,,1,"#000000"
JohnnyDiaz132,PedroGonzaGemez,Directed,3816,,1,"#000000"
JohnnyDiaz132,JuvenilesCFC,Directed,3817,,2,"#000000"
fondeem_monagas,GobMonagas_,Directed,3818,,0.5,"#000000"
cuervogonzalezs,AlfredoCoronis,Directed,3821,,1,"#000000"
cuervogonzalezs,idiomafutve,Directed,3823,,1,"#000000"
DinaCamargoOro1,ManoloDavilatv,Directed,3824,,0.5,"#000000"
Maria35316266,MaturinCandanga,Directed,3826,,0.5,"#000000"
VicenteBencomo1,GobMonagas_,Directed,3828,,0.5,"#000000"
nmva1962,MaturinCandanga,Directed,3830,,0.5,"#000000"
Deport3sNews,Naranjazos10,Directed,3832,,2,"#000000"
magdeli70576072,MaturinCandanga,Directed,3835,,0.5,"#000000"
nestorf70077538,GobMonagas_,Directed,3837,,0.5,"#000000"
PolarAewVzla,RakerTru,Directed,3840,,1,"#000000"
PolarAewVzla,desdemitribuna9,Directed,3841,,1,"#000000"
PolarAewVzla,Antonio_Sirpix,Directed,3842,,1,"#000000"
PolarAewVzla,CDominguesP,Directed,3843,,1,"#000000"
PolarAewVzla,Naranjazos10,Directed,3844,,1,"#000000"
PolarAewVzla,carlostaracher,Directed,3845,,1,"#000000"
PolarAewVzla,alexlc122,Directed,3846,,1,"#000000"
PolarAewVzla,Luis11Villalba,Directed,3847,,1,"#000000"
PolarAewVzla,klon_perez,Directed,3848,,1,"#000000"
PolarAewVzla,fidelcontrera12,Directed,3849,,1,"#000000"
RakerTru,giselby,Directed,3851,,1,"#000000"
Juan48735348,MaturinCandanga,Directed,3852,,0.5,"#000000"
daniel56902125,MaturinCandanga,Directed,3854,,0.5,"#000000"
Nathali44725931,MaturinCandanga,Directed,3856,,0.5,"#000000"
MonicaM09289709,MaturinCandanga,Directed,3858,,0.5,"#000000"
fragozavicky,MaturinCandanga,Directed,3860,,0.5,"#000000"
fragozavicky,ApureHumana,Directed,3861,,0.5,"#000000"
dariana16042,MaturinCandanga,Directed,3863,,0.5,"#000000"
julitosamuel,MaturinCandanga,Directed,3865,,0.5,"#000000"
thania81205760,MaturinCandanga,Directed,3867,,0.5,"#000000"
thania81205760,MDCamacaro,Directed,3868,,0.5,"#000000"
howardramirez87,SportsVZLA2,Directed,3870,,0.5,"#000000"
MaturinCandanga,Monagas_SC,Directed,3873,,0.5,"#000000"
kurdeando,CaracasFC1967,Directed,3874,,0.5,"#000000"
kurdeando,pulidojorge,Directed,3876,,1,"#000000"
kurdeando,pabloandrade32m,Directed,3877,,2,"#000000"
Dvo_Casarapa,klon_perez,Directed,3878,,0.5,"#000000"
Dvo_Casarapa,MariaGArocha,Directed,3879,,0.5,"#000000"
Dvo_Casarapa,pulidojorge,Directed,3880,,0.5,"#000000"
cheobateria,klon_perez,Directed,3882,,0.5,"#000000"
Damarys27968363,GobMonagas_,Directed,3884,,0.5,"#000000"
fragama1,CronicaPolicial,Directed,3887,,2,"#000000"
laynavas,Gregoryperozo1,Directed,3890,,1,"#000000"
desdemitribuna9,Naranjazos10,Directed,3892,,0.5,"#000000"
yeladenisse,GobMonagas_,Directed,3893,,0.5,"#000000"
patriota110402,GobMonagas_,Directed,3895,,0.5,"#000000"
Pavel_Rondon,GobMonagas_,Directed,3897,,0.5,"#000000"
catastroalcmat,GobMonagas_,Directed,3899,,0.5,"#000000"
53ac177a8c8145c,GobMonagas_,Directed,3901,,0.5,"#000000"
53ac177a8c8145c,Monagas_SC,Directed,3902,,0.5,"#000000"
53ac177a8c8145c,INDEM_Oficial,Directed,3903,,0.5,"#000000"
carmenz1969,GobMonagas_,Directed,3905,,0.5,"#000000"
gregarces,Tomapapa,Directed,3908,,0.5,"#000000"
gregarces,antonio_ceballo,Directed,3909,,0.5,"#000000"
gregarces,avilchezve,Directed,3910,,0.5,"#000000"
gregarces,SOLOVENEX_,Directed,3911,,0.5,"#000000"
gregarces,edgarddeportes,Directed,3912,,2,"#000000"
gregarces,JECaraballo,Directed,3914,,1,"#000000"
gregarces,miguel71akd,Directed,3915,,1,"#000000"
gregarces,Lurivascoine,Directed,3916,,1,"#000000"
gregarces,gregarces,Directed,3917,,1,"#000000"
gregarces,EmmanuelPosso,Directed,3918,,1,"#000000"
gregarces,CesarLCP,Directed,3919,,1,"#000000"
gregarces,CE_Ballesteros,Directed,3920,,1,"#000000"
gregarces,FAMB3011,Directed,3921,,1,"#000000"
gregarces,MPVinotinto22,Directed,3922,,1,"#000000"
gregarces,foro_todofutbol,Directed,3923,,1,"#000000"
gregarces,SegaBros09,Directed,3924,,1,"#000000"
gregarces,RobertoStekman5,Directed,3925,,1,"#000000"
gregarces,eliaslopezvzla,Directed,3926,,2,"#000000"
Carlos50637269,GobMonagas_,Directed,3927,,0.5,"#000000"
Alejandro25828,GobMonagas_,Directed,3929,,0.5,"#000000"
Anderso19206726,GobMonagas_,Directed,3931,,0.5,"#000000"
Daniel_tach,Sergio_Musella,Directed,3934,,1,"#000000"
Daniel_tach,pulidojorge,Directed,3935,,1,"#000000"
Daniel_tach,FCasalUy,Directed,3936,,1,"#000000"
Gueyo71,klon_perez,Directed,3937,,0.5,"#000000"
GobMonagas_,Monagas_SC,Directed,3940,,0.5,"#000000"
GobMonagas_,INDEM_Oficial,Directed,3941,,0.5,"#000000"
Crlosluiss,aranguismo18,Directed,3942,,0.5,"#000000"
LGPTO,SportsVZLA2,Directed,3944,,0.5,"#000000"
LGPTO,igarcia100,Directed,3945,,0.5,"#000000"
jpirela24,aranguismo18,Directed,3948,,0.5,"#000000"
jpirela24,klon_perez,Directed,3949,,0.5,"#000000"
jpirela24,Lord11_BHR,Directed,3950,,0.5,"#000000"
jpirela24,ChaconCarlosLui,Directed,3951,,1,"#000000"
jpirela24,DvoRayoZuliano,Directed,3952,,1,"#000000"
navarro1401,idiomafutve,Directed,3953,,0.5,"#000000"
navarro1401,GerGarciaGrova,Directed,3954,,0.5,"#000000"
navarro1401,FutVe_Goleador,Directed,3955,,0.5,"#000000"
navarro1401,MarioSanchezVe,Directed,3956,,0.5,"#000000"
navarro1401,AlfredoCoronis,Directed,3957,,0.5,"#000000"
12Angelmar,ReporteYa,Directed,3959,,0.5,"#000000"
JECaraballo,Gooxander23,Directed,3962,,1,"#000000"
JECaraballo,carlostaracher,Directed,3963,,1,"#000000"
JECaraballo,Naranjazos10,Directed,3964,,1,"#000000"
MrJesusEnrique,aranguismo18,Directed,3965,,0.5,"#000000"
DGomesB_,dald96,Directed,3967,,0.5,"#000000"
DGomesB_,conexgoleadora,Directed,3969,,2,"#000000"
juandan29781921,carlostaracher,Directed,3971,,1,"#000000"
teacheractivo,chacalburiel,Directed,3973,,1,"#000000"
CanelonDelvalle,ReporteYa,Directed,3974,,0.5,"#000000"
juliojose_ab10,FCalienteRadio,Directed,3976,,0.5,"#000000"
cesar19807,carlostaracher,Directed,3979,,1,"#000000"
cesar19807,foro_todofutbol,Directed,3980,,1,"#000000"
cesar19807,ferdornelas,Directed,3981,,1,"#000000"
Javier_EPP,idiomafutve,Directed,3982,,0.5,"#000000"
Javier_EPP,klon_perez,Directed,3984,,0.5,"#000000"
orlifrankz1,GobMonagas_,Directed,3986,,0.5,"#000000"
semanasantapkya,MaturinCandanga,Directed,3988,,0.5,"#000000"
Patria1Roman,MaturinCandanga,Directed,3990,,0.5,"#000000"
JorgeGo03865421,MaturinCandanga,Directed,3992,,0.5,"#000000"
DavidTorresif,conexgoleadora,Directed,3995,,1,"#000000"
TuiteroAlexand1,MaturinCandanga,Directed,3996,,0.5,"#000000"
dumirtwi,OswaldoVivenes,Directed,3998,,0.5,"#000000"
frankenthM,aranguismo18,Directed,4001,,0.5,"#000000"
MangiYorgelis,delcyrodriguezv,Directed,4004,,0.5,"#000000"
lozanocadenama1,GobMonagas_,Directed,4006,,0.5,"#000000"
lozanocadenama1,MervinMaldonad0,Directed,4007,,0.5,"#000000"
mrerickjgs7,Tomapapa,Directed,4010,,1,"#000000"
johancardoza,kingdeportes_ve,Directed,4011,,0.5,"#000000"
SIMONRUIZ_SR7,aranguismo18,Directed,4013,,0.5,"#000000"
SIMONRUIZ_SR7,kingdeportes_ve,Directed,4014,,0.5,"#000000"
SIMONRUIZ_SR7,AstridCastilloM,Directed,4015,,0.5,"#000000"
SIMONRUIZ_SR7,pxd_ve,Directed,4016,,0.5,"#000000"
SIMONRUIZ_SR7,Naranjazos10,Directed,4017,,2,"#000000"
SIMONRUIZ_SR7,klon_perez,Directed,4018,,0.5,"#000000"
SIMONRUIZ_SR7,OswaldoVivenes,Directed,4019,,0.5,"#000000"
Mategol_,angelluzcategui,Directed,4021,,0.5,"#000000"
Luisito57043943,GobMonagas_,Directed,4024,,0.5,"#000000"
jorver19,aranguismo18,Directed,4026,,0.5,"#000000"
jorver19,klon_perez,Directed,4027,,0.5,"#000000"
PedroGonzaGemez,carlostaracher,Directed,4030,,1,"#000000"
PedroGonzaGemez,MarioSanchezVe,Directed,4031,,1,"#000000"
PedroGonzaGemez,JohnnyDiaz132,Directed,4032,,1,"#000000"
Luko072000,GobMonagas_,Directed,4033,,0.5,"#000000"
delaguilaerwin,GobMonagas_,Directed,4035,,0.5,"#000000"
delaguilaerwin,tibisay508,Directed,4036,,0.5,"#000000"
4grever,aranguismo18,Directed,4038,,0.5,"#000000"
guver2008,Naranjazos10,Directed,4040,,2,"#000000"
guver2008,klon_perez,Directed,4041,,0.5,"#000000"
guver2008,SOLOVENEX_,Directed,4042,,0.5,"#000000"
LouRex28,GobMonagas_,Directed,4044,,0.5,"#000000"
Mar_and_Tony1,Naranjazos10,Directed,4046,,2,"#000000"
franrom25425382,GobMonagas_,Directed,4048,,0.5,"#000000"
franrom25425382,MervinMaldonad0,Directed,4049,,0.5,"#000000"
teto61139555,GobMonagas_,Directed,4051,,0.5,"#000000"
Luismalave17,klon_perez,Directed,4053,,0.5,"#000000"
SoloDeportes_Ve,Ro_Bonilla,Directed,4055,,0.5,"#000000"
YoehAlejandrina,GobMonagas_,Directed,4057,,0.5,"#000000"
JuanMoros_18,OswaldoVivenes,Directed,4059,,0.5,"#000000"
Edgarz1944Hijos,GobMonagas_,Directed,4061,,0.5,"#000000"
Edgarz1944Hijos,ApureHumana,Directed,4062,,0.5,"#000000"
EdenHeller93078,GobMonagas_,Directed,4064,,0.5,"#000000"
betzabethramos7,GobMonagas_,Directed,4066,,0.5,"#000000"
dald96,conexgoleadora,Directed,4069,,2,"#000000"
Francis74623591,GobMonagas_,Directed,4070,,0.5,"#000000"
batalla_roja,GobMonagas_,Directed,4072,,0.5,"#000000"
kar50669495,GobMonagas_,Directed,4074,,0.5,"#000000"
kar50669495,LaVozDeJoseA,Directed,4075,,0.5,"#000000"
Hermosa290919,GobMonagas_,Directed,4077,,0.5,"#000000"
Compatriota2023,GobMonagas_,Directed,4079,,0.5,"#000000"
chiqui2217,GobMonagas_,Directed,4081,,0.5,"#000000"
shavipa26,GobMonagas_,Directed,4083,,0.5,"#000000"
Holisdeamanda,GobMonagas_,Directed,4085,,0.5,"#000000"
Pablo11697218,GobMonagas_,Directed,4087,,0.5,"#000000"
ArmaoCheo,GobMonagas_,Directed,4089,,0.5,"#000000"
emprendamos2022,GobMonagas_,Directed,4091,,0.5,"#000000"
Kedinho17,OswaldoVivenes,Directed,4094,,0.5,"#000000"
Kedinho17,foro_todofutbol,Directed,4095,,0.5,"#000000"
Kedinho17,conexgoleadora,Directed,4096,,2,"#000000"
chicholarez,klon_perez,Directed,4097,,0.5,"#000000"
YoSoyJuanIsaac,interkike7,Directed,4100,,1,"#000000"
Sportillo88,aranguismo18,Directed,4101,,0.5,"#000000"
iJusepRBLX,aranguismo18,Directed,4103,,0.5,"#000000"
DragonesHipicos,kingdeportes_ve,Directed,4105,,0.5,"#000000"
ChinoYsea88,ReporteYa,Directed,4107,,0.5,"#000000"
venefutbolero,CaracasFC1967,Directed,4109,,0.5,"#000000"
venefutbolero,Luis_MontillaG,Directed,4110,,0.5,"#000000"
venefutbolero,pabloandrade32m,Directed,4112,,2,"#000000"
Dimeilaz,aranguismo18,Directed,4114,,0.5,"#000000"
angelluzcategui,RamonToni,Directed,4117,,0.5,"#000000"
angelluzcategui,pulidojorge,Directed,4118,,0.5,"#000000"
angelluzcategui,Htmc20,Directed,4120,,1,"#000000"
angelluzcategui,jonajpa,Directed,4121,,1,"#000000"
angelluzcategui,Carabobo_FC,Directed,4122,,1,"#000000"
angelluzcategui,SeleVinotinto,Directed,4123,,2,"#000000"
Raulfarfan54,klon_perez,Directed,4124,,0.5,"#000000"
MarialeQuijada1,OswaldoVivenes,Directed,4126,,0.5,"#000000"
MinutoFinalMx,Ro_Bonilla,Directed,4131,,0.5,"#000000"
ceramista05,OswaldoVivenes,Directed,4133,,0.5,"#000000"
maestrohipico1,kingdeportes_ve,Directed,4135,,0.5,"#000000"
MartVelasquez,foro_todofutbol,Directed,4138,,1,"#000000"
sica2021,OswaldoVivenes,Directed,4139,,0.5,"#000000"
MercadeoDvo,OswaldoVivenes,Directed,4142,,0.5,"#000000"
palmerita77,koala7175,Directed,4145,,1,"#000000"
recetario1,klon_perez,Directed,4146,,0.5,"#000000"
SaugaR_,pulidojorge,Directed,4149,,0.5,"#000000"
SaugaR_,LuisAle26902437,Directed,4150,,1,"#000000"
koala7175,Victorcr6,Directed,4152,,1,"#000000"
Cupertin01,DarvinsonRojas,Directed,4153,,0.5,"#000000"
ColoradaUpdi,ManoloDavilatv,Directed,4155,,0.5,"#000000"
alxbenavides,klon_perez,Directed,4157,,0.5,"#000000"
S_Hinestroza,aranguismo18,Directed,4159,,0.5,"#000000"
VenezuelaRedAct,Tomapapa,Directed,4161,,0.5,"#000000"
HusseinMSalah2,Argentina,Directed,4163,,0.5,"#000000"
Saenz_EU,Lmdspte,Directed,4166,,1,"#000000"
Leosantosfm_,Masalladelgol20,Directed,4167,,0.5,"#000000"
Solo_Javier,OswaldoVivenes,Directed,4169,,0.5,"#000000"
cjlealt,klon_perez,Directed,4171,,0.5,"#000000"
danoelhacker,aranguismo18,Directed,4173,,0.5,"#000000"
MirandaKevin,aranguismo18,Directed,4175,,0.5,"#000000"
danjesus1,klon_perez,Directed,4177,,0.5,"#000000"
tonynietom,ManoloDavilatv,Directed,4179,,0.5,"#000000"
AngelpalmaReal,klon_perez,Directed,4182,,1,"#000000"
AngelpalmaReal,Monagas_SC,Directed,4183,,1,"#000000"
AngelpalmaReal,Canal_Televen,Directed,4184,,1,"#000000"
KepaJam93998714,MartijaAr,Directed,4186,,1,"#000000"
ReiVzla,quientransmite_,Directed,4187,,0.5,"#000000"
ReiVzla,pxd_ve,Directed,4188,,0.5,"#000000"
ReiVzla,OswaldoVivenes,Directed,4189,,0.5,"#000000"
ReiVzla,Monagas_SC,Directed,4190,,0.5,"#000000"
ReiVzla,chacalburiel,Directed,4191,,0.5,"#000000"
ReiVzla,auyantepuy12,Directed,4192,,0.5,"#000000"
ReiVzla,klon_perez,Directed,4193,,0.5,"#000000"
InigoMazo,MartijaAr,Directed,4196,,1,"#000000"
vhenriquezortiz,Masalladelgol20,Directed,4197,,0.5,"#000000"
vhenriquezortiz,OswaldoVivenes,Directed,4198,,0.5,"#000000"
vhenriquezortiz,Monagas_SC,Directed,4199,,0.5,"#000000"
vhenriquezortiz,klon_perez,Directed,4200,,0.5,"#000000"
Julio_jcph,aranguismo18,Directed,4202,,0.5,"#000000"
labruja1849,OswaldoVivenes,Directed,4204,,0.5,"#000000"
labruja1849,MervinMaldonad0,Directed,4205,,0.5,"#000000"
adadlosdeportes,Ro_Bonilla,Directed,4208,,1,"#000000"
PagezTomas,Argentina,Directed,4210,,0.5,"#000000"
t2jigsaw,Josedpinof,Directed,4213,,1,"#000000"
t2jigsaw,ddtm2003,Directed,4214,,1,"#000000"
t2jigsaw,elextraditable9,Directed,4215,,1,"#000000"
Oscardav921,aranguismo18,Directed,4216,,0.5,"#000000"
jeanlpz5,LE0SEPULVEDA,Directed,4219,,1,"#000000"
jeanlpz5,pulidojorge,Directed,4220,,1,"#000000"
jeanlpz5,DexterKreuze,Directed,4221,,1,"#000000"
jeanlpz5,igarcia100,Directed,4222,,1,"#000000"
jeanlpz5,Naranjazos10,Directed,4223,,2,"#000000"
soyerick_crypto,aranguismo18,Directed,4224,,0.5,"#000000"
noxida,klon_perez,Directed,4226,,0.5,"#000000"
GenMadridista,aranguismo18,Directed,4228,,0.5,"#000000"
AstrosPower25,klon_perez,Directed,4232,,0.5,"#000000"
AstrosPower25,ErasmoProvenza,Directed,4233,,0.5,"#000000"
AstrosPower25,FCasalUy,Directed,4234,,0.5,"#000000"
Lagocha_14,OswaldoVivenes,Directed,4236,,0.5,"#000000"
JimenezPepito85,aranguismo18,Directed,4238,,0.5,"#000000"
sol88883,aranguismo18,Directed,4240,,0.5,"#000000"
JhonkerickLope2,OswaldoVivenes,Directed,4242,,0.5,"#000000"
AnelsyGeraldine,aranguismo18,Directed,4244,,0.5,"#000000"
malecosa,Tomapapa,Directed,4246,,0.5,"#000000"
angelo_matheus,klon_perez,Directed,4248,,0.5,"#000000"
ASV11967112,OswaldoVivenes,Directed,4250,,0.5,"#000000"
Futbola2tiempos,OswaldoVivenes,Directed,4252,,0.5,"#000000"
Futbola2tiempos,Masalladelgol20,Directed,4253,,0.5,"#000000"
Futbola2tiempos,MarioSanchezVe,Directed,4255,,0.5,"#000000"
Futbola2tiempos,Monagas_SC,Directed,4256,,0.5,"#000000"
ZayedMasoo,Argentina,Directed,4258,,0.5,"#000000"
JoseSua79299010,aranguismo18,Directed,4260,,0.5,"#000000"
Nervis81,klon_perez,Directed,4262,,0.5,"#000000"
albertohaliwa,Tomapapa,Directed,4265,,1,"#000000"
albertohaliwa,Naranjazos10,Directed,4266,,1,"#000000"
Monicams85,OswaldoVivenes,Directed,4268,,0.5,"#000000"
Monicams85,Monagas_SC,Directed,4269,,0.5,"#000000"
Casanay1910,Naranjazos10,Directed,4271,,2,"#000000"
DorillMora,DarvinsonRojas,Directed,4273,,0.5,"#000000"
Filc62Franco,klon_perez,Directed,4275,,0.5,"#000000"
JesusJavierDav6,OswaldoVivenes,Directed,4278,,0.5,"#000000"
ContextoDiario,DarvinsonRojas,Directed,4280,,0.5,"#000000"
abdullsg7,klon_perez,Directed,4282,,0.5,"#000000"
abdullsg7,pulidojorge,Directed,4283,,0.5,"#000000"
cristob45,Masalladelgol20,Directed,4285,,0.5,"#000000"
josneiarle,klon_perez,Directed,4287,,0.5,"#000000"
gregoryantuare1,estamosreadypod,Directed,4290,,2,"#000000"
AlaynLuis,klon_perez,Directed,4291,,0.5,"#000000"
AlaynLuis,MervinMaldonad0,Directed,4292,,0.5,"#000000"
ArmandoADiazA,Masalladelgol20,Directed,4294,,0.5,"#000000"
ArmandoADiazA,OswaldoVivenes,Directed,4295,,0.5,"#000000"
MendozaTillero,klon_perez,Directed,4297,,0.5,"#000000"
MendozaTillero,FutVe_Goleador,Directed,4298,,0.5,"#000000"
MendozaTillero,AlfredoCoronis,Directed,4299,,0.5,"#000000"
MendozaTillero,Naranjazos10,Directed,4300,,0.5,"#000000"
MendozaTillero,MarioSanchezVe,Directed,4301,,0.5,"#000000"
MendozaTillero,SOLOVENEX_,Directed,4302,,0.5,"#000000"
MendozaTillero,ErasmoProvenza,Directed,4303,,0.5,"#000000"
MendozaTillero,carlostaracher,Directed,4304,,0.5,"#000000"
MendozaTillero,ManoloDavilatv,Directed,4305,,0.5,"#000000"
orlyquin,DarvinsonRojas,Directed,4307,,0.5,"#000000"
ENNIOFIGUERA,klon_perez,Directed,4309,,0.5,"#000000"
UnVinotinto,klon_perez,Directed,4311,,0.5,"#000000"
UnVinotinto,RichardMendezTV,Directed,4312,,0.5,"#000000"
UnVinotinto,Naranjazos10,Directed,4313,,0.5,"#000000"
UnVinotinto,SegaBros09,Directed,4314,,0.5,"#000000"
arturoeduardoII,klon_perez,Directed,4316,,0.5,"#000000"
waltersm_,aranguismo18,Directed,4318,,0.5,"#000000"
alcinodoliveira,deportevinotint,Directed,4320,,0.5,"#000000"
alcinodoliveira,MariaGArocha,Directed,4321,,0.5,"#000000"
alcinodoliveira,zuricht94,Directed,4322,,0.5,"#000000"
alcinodoliveira,AlbertoRodNews,Directed,4323,,0.5,"#000000"
Luishernandezg_,aranguismo18,Directed,4325,,0.5,"#000000"
Luishernandezg_,Naranjazos10,Directed,4326,,0.5,"#000000"
Luishernandezg_,klon_perez,Directed,4327,,0.5,"#000000"
wichox76,OswaldoVivenes,Directed,4329,,0.5,"#000000"
wichox76,Naranjazos10,Directed,4331,,1,"#000000"
BlancoKarlianys,aranguismo18,Directed,4332,,0.5,"#000000"
RomeroNayit,Naranjazos10,Directed,4334,,2,"#000000"
