Source,Target,Type,Id,Label,Weight,Color
ricardoj1982,klon_perez,Directed,12844,,0.5,"#000000"
GabobarreraGB,angelluzcategui,Directed,12847,,1,"#000000"
Fundalcobendas,FVF_Madrid,Directed,12858,,0.5,"#000000"
Jose_Salazarc,klon_perez,Directed,12860,,0.5,"#000000"
albertoepr20,chacalburiel,Directed,12864,,1,"#000000"
agp1972,klon_perez,Directed,12865,,0.5,"#000000"
Alsibada,klon_perez,Directed,12868,,2,"#000000"
eliecol,klon_perez,Directed,12869,,0.5,"#000000"
Eduardo_Iron17,klon_perez,Directed,12871,,0.5,"#000000"
liltaebp,klon_perez,Directed,12873,,0.5,"#000000"
jorgege,PaezDt,Directed,12876,,1,"#000000"
ruiz_moron,klon_perez,Directed,12877,,0.5,"#000000"
arraiz_ruben,klon_perez,Directed,12879,,0.5,"#000000"
AlexPadronRuiz1,DonGochoK,Directed,12882,,0.5,"#000000"
derwinfajardo,NelsonFerrer8,Directed,12884,,0.5,"#000000"
derwinfajardo,martringut,Directed,12886,,2,"#000000"
ysmaquin1,katusquita,Directed,12887,,0.5,"#000000"
DTMarketero,asofutbolcbo,Directed,12889,,0.5,"#000000"
Alexamp2403,asofutbolcbo,Directed,12891,,0.5,"#000000"
juliormarquezb,NelsonFerrer8,Directed,12893,,0.5,"#000000"
juliormarquezb,martringut,Directed,12895,,2,"#000000"
NelsonFerrer8,martringut,Directed,12897,,2,"#000000"
siby14,DonGochoK,Directed,12898,,0.5,"#000000"
robertoriginal3,klon_perez,Directed,12901,,1,"#000000"
marlonr2002,klon_perez,Directed,12902,,0.5,"#000000"
digiorgi26,martringut,Directed,12904,,2,"#000000"
digiorgi26,klon_perez,Directed,12905,,0.5,"#000000"
digiorgi26,manoloduran1,Directed,12906,,0.5,"#000000"
kenny_veliz,klon_perez,Directed,12908,,0.5,"#000000"
chinck79,DonGochoK,Directed,12910,,0.5,"#000000"
chinck79,martringut,Directed,12911,,2,"#000000"
chinck79,meetandpotatoes,Directed,12912,,0.5,"#000000"
chinck79,gutimedin,Directed,12913,,0.5,"#000000"
chinck79,klon_perez,Directed,12914,,0.5,"#000000"
chinck79,rafaeleduardov3,Directed,12916,,2,"#000000"
chinck79,DeporLara,Directed,12917,,0.5,"#000000"
chinck79,avilchezve,Directed,12918,,2,"#000000"
chinck79,EldisMvp,Directed,12919,,2,"#000000"
chinck79,chinck79,Directed,12920,,2,"#000000"
ingridmorales06,klon_perez,Directed,12921,,0.5,"#000000"
JesusFabrizio,martringut,Directed,12923,,2,"#000000"
oecamejonessi,klon_perez,Directed,12925,,0.5,"#000000"
rojon_78,klon_perez,Directed,12928,,0.5,"#000000"
rojon_78,jorlugutmo,Directed,12929,,1,"#000000"
RaulParedes7,martringut,Directed,12930,,2,"#000000"
deportesmargari,klon_perez,Directed,12932,,0.5,"#000000"
waimalao,klon_perez,Directed,12934,,0.5,"#000000"
Negrin65,klon_perez,Directed,12936,,0.5,"#000000"
eurogarmor,martringut,Directed,12938,,2,"#000000"
eurogarmor,DonGochoK,Directed,12939,,0.5,"#000000"
AlbertMarquina,martringut,Directed,12941,,2,"#000000"
AlbertMarquina,manoloduran1,Directed,12943,,1,"#000000"
vialex70,klon_perez,Directed,12944,,0.5,"#000000"
punteral45,klon_perez,Directed,12946,,0.5,"#000000"
raymond_hidalgo,martringut,Directed,12948,,2,"#000000"
raymond_hidalgo,klon_perez,Directed,12949,,0.5,"#000000"
wi_romero,klon_perez,Directed,12951,,0.5,"#000000"
BlasVillalonga,klon_perez,Directed,12953,,0.5,"#000000"
Yankaris31,klon_perez,Directed,12956,,1,"#000000"
03Will,klon_perez,Directed,12957,,0.5,"#000000"
benjaminnessi,klon_perez,Directed,12959,,0.5,"#000000"
angelmonsalve2,klon_perez,Directed,12961,,0.5,"#000000"
angelmonsalve2,igarcia100,Directed,12962,,0.5,"#000000"
GoldenTriumph,klon_perez,Directed,12964,,0.5,"#000000"
Reinald27569475,klon_perez,Directed,12966,,0.5,"#000000"
adriantoni,martringut,Directed,12968,,2,"#000000"
1294aj,martringut,Directed,12970,,2,"#000000"
1294aj,klon_perez,Directed,12971,,0.5,"#000000"
akira108_8,klon_perez,Directed,12973,,0.5,"#000000"
Victoria13Dk,EdgardoCDL13_HR,Directed,12975,,0.5,"#000000"
Victoria13Dk,FranciscoVega,Directed,12976,,0.5,"#000000"
Victoria13Dk,DeporLara,Directed,12978,,0.5,"#000000"
Victoria13Dk,lgdiaz_66,Directed,12979,,0.5,"#000000"
Victoria13Dk,manoloduran1,Directed,12980,,0.5,"#000000"
Victoria13Dk,avilchezve,Directed,12981,,0.5,"#000000"
Victoria13Dk,pulidojorge,Directed,12982,,1,"#000000"
oraspzo,klon_perez,Directed,12983,,0.5,"#000000"
rhonald26,klon_perez,Directed,12985,,0.5,"#000000"
velcharm,klon_perez,Directed,12988,,1,"#000000"
LAUBURUKEIBARRA,EFF_FVF,Directed,12989,,0.5,"#000000"
eagb2000,klon_perez,Directed,12991,,0.5,"#000000"
Edjoroco,PolarAewVzla,Directed,12994,,1,"#000000"
Edjoroco,klon_perez,Directed,12995,,1,"#000000"
_LimaoYen,klon_perez,Directed,12996,,0.5,"#000000"
sanfranciscosur,klon_perez,Directed,12998,,0.5,"#000000"
DrFdoZapataM,klon_perez,Directed,13000,,0.5,"#000000"
HOMERO_Original,klon_perez,Directed,13002,,0.5,"#000000"
YeniferDesiree,klon_perez,Directed,13004,,0.5,"#000000"
Angel17561,klon_perez,Directed,13007,,1,"#000000"
FerLlerena,klon_perez,Directed,13008,,0.5,"#000000"
rayni_7,klon_perez,Directed,13010,,0.5,"#000000"
juancasal7,klon_perez,Directed,13012,,0.5,"#000000"
fedizonno,klon_perez,Directed,13014,,0.5,"#000000"
ViejaBanca,klon_perez,Directed,13016,,0.5,"#000000"
onlyrichard20,klon_perez,Directed,13018,,0.5,"#000000"
LuisGSalazar7,klon_perez,Directed,13020,,0.5,"#000000"
ngelBarrios,klon_perez,Directed,13022,,0.5,"#000000"
InfoTuy_,klon_perez,Directed,13024,,0.5,"#000000"
jbarco12,klon_perez,Directed,13026,,0.5,"#000000"
adonay_O,gutimedin,Directed,13028,,0.5,"#000000"
adonay_O,klon_perez,Directed,13029,,0.5,"#000000"
Leo_Chuuu,6cichero6,Directed,13032,,1,"#000000"
domingo_reyes_,klon_perez,Directed,13033,,0.5,"#000000"
Giovanni_derby,klon_perez,Directed,13035,,0.5,"#000000"
nomorebloodvzla,klon_perez,Directed,13037,,0.5,"#000000"
MayeKellycs,klon_perez,Directed,13039,,0.5,"#000000"
josearomanm,klon_perez,Directed,13041,,0.5,"#000000"
karaulla,klon_perez,Directed,13043,,0.5,"#000000"
BBKSoyyo,klon_perez,Directed,13045,,0.5,"#000000"
LaFeaLiss,klon_perez,Directed,13047,,0.5,"#000000"
romuloisaias,klon_perez,Directed,13049,,0.5,"#000000"
elcardenalero86,klon_perez,Directed,13051,,0.5,"#000000"
albertojmg13,klon_perez,Directed,13053,,0.5,"#000000"
alexcool21,klon_perez,Directed,13055,,0.5,"#000000"
HeliTremont,klon_perez,Directed,13057,,0.5,"#000000"
bolicom17,klon_perez,Directed,13059,,0.5,"#000000"
edduarprado,klon_perez,Directed,13061,,0.5,"#000000"
BelloMar61,klon_perez,Directed,13063,,0.5,"#000000"
Nieblo26,klon_perez,Directed,13065,,0.5,"#000000"
sinohepallotta,klon_perez,Directed,13068,,2,"#000000"
sinohepallotta,EdgardoCDL13_HR,Directed,13069,,0.5,"#000000"
sinohepallotta,avilchezve,Directed,13070,,0.5,"#000000"
Oskr_j7,klon_perez,Directed,13071,,0.5,"#000000"
_arthur_shelby_,klon_perez,Directed,13073,,0.5,"#000000"
DouglasParedez,klon_perez,Directed,13075,,0.5,"#000000"
enderbing,klon_perez,Directed,13077,,0.5,"#000000"
MIGUELBIANCO1,klon_perez,Directed,13079,,0.5,"#000000"
Ferretinto1,klon_perez,Directed,13081,,0.5,"#000000"
camarista50,klon_perez,Directed,13083,,0.5,"#000000"
herjosna,klon_perez,Directed,13085,,0.5,"#000000"
pajarobravo3,klon_perez,Directed,13087,,0.5,"#000000"
VictorSeRu,klon_perez,Directed,13090,,0.5,"#000000"
JULIOGUERRERO25,klon_perez,Directed,13092,,0.5,"#000000"
Domari24,klon_perez,Directed,13094,,0.5,"#000000"
Larz112023,klon_perez,Directed,13096,,0.5,"#000000"
LuisMel65576073,klon_perez,Directed,13098,,0.5,"#000000"
gustavorosasb,klon_perez,Directed,13100,,0.5,"#000000"
Lmantione,klon_perez,Directed,13102,,0.5,"#000000"
luisfcocabezas,klon_perez,Directed,13105,,2,"#000000"
Romanofg86,klon_perez,Directed,13106,,0.5,"#000000"
Guaidogfake,klon_perez,Directed,13109,,2,"#000000"
joseatrainer,klon_perez,Directed,13110,,0.5,"#000000"
gerjos53,klon_perez,Directed,13112,,0.5,"#000000"
87_robert,klon_perez,Directed,13114,,0.5,"#000000"
frankbasket,klon_perez,Directed,13116,,0.5,"#000000"
RamonTrejo,klon_perez,Directed,13118,,0.5,"#000000"
agroincas1,klon_perez,Directed,13120,,0.5,"#000000"
marcos_peroza,klon_perez,Directed,13122,,0.5,"#000000"
dorta_julio,klon_perez,Directed,13124,,0.5,"#000000"
Inakon1,klon_perez,Directed,13126,,0.5,"#000000"
DrGarciaRogelio,klon_perez,Directed,13128,,0.5,"#000000"
FONSEQUITA80,klon_perez,Directed,13130,,0.5,"#000000"
ybarrera69,klon_perez,Directed,13132,,0.5,"#000000"
TheRat1986,klon_perez,Directed,13134,,0.5,"#000000"
deliso67,klon_perez,Directed,13136,,0.5,"#000000"
sersisteca,klon_perez,Directed,13138,,0.5,"#000000"
FranFilar2,klon_perez,Directed,13140,,0.5,"#000000"
floverl,klon_perez,Directed,13142,,0.5,"#000000"
elsarcasmoreal,klon_perez,Directed,13144,,0.5,"#000000"
diego_joselara,klon_perez,Directed,13146,,0.5,"#000000"
diego_joselara,fpetrocelli,Directed,13148,,1,"#000000"
Tommyjtv,gutimedin,Directed,13149,,0.5,"#000000"
Tommyjtv,lgdiaz_66,Directed,13150,,0.5,"#000000"
SoyMefistoHell,eliaslopezvzla,Directed,13153,,1,"#000000"
yamild,klon_perez,Directed,13154,,0.5,"#000000"
johangel_sarcos,klon_perez,Directed,13156,,0.5,"#000000"
joses174,klon_perez,Directed,13158,,0.5,"#000000"
yuyo_1992,klon_perez,Directed,13160,,0.5,"#000000"
RobertCarlosTo1,klon_perez,Directed,13163,,1,"#000000"
victorprieto_13,klon_perez,Directed,13164,,0.5,"#000000"
bigatom,klon_perez,Directed,13166,,0.5,"#000000"
Athenea_Phalas2,klon_perez,Directed,13168,,0.5,"#000000"
LuisVal37076977,klon_perez,Directed,13170,,0.5,"#000000"
daniloymaria,klon_perez,Directed,13172,,0.5,"#000000"
ronald_coriano,klon_perez,Directed,13174,,0.5,"#000000"
mjbfernandez,klon_perez,Directed,13176,,0.5,"#000000"
kelvin_292,klon_perez,Directed,13178,,0.5,"#000000"
AraucaJoropera,klon_perez,Directed,13180,,0.5,"#000000"
llmotorsvalca,klon_perez,Directed,13182,,0.5,"#000000"
Datero_Hipico,klon_perez,Directed,13184,,0.5,"#000000"
MIGUANARITO,klon_perez,Directed,13186,,0.5,"#000000"
pedrogarciao,klon_perez,Directed,13188,,0.5,"#000000"
hugogro58,klon_perez,Directed,13190,,0.5,"#000000"
Granobles19,klon_perez,Directed,13192,,0.5,"#000000"
jc_yepez,klon_perez,Directed,13194,,0.5,"#000000"
hquintero19,klon_perez,Directed,13196,,0.5,"#000000"
JosmelGarcia,klon_perez,Directed,13198,,0.5,"#000000"
gutierrez_larry,klon_perez,Directed,13200,,0.5,"#000000"
gabrielovski,klon_perez,Directed,13202,,0.5,"#000000"
solo_afc,klon_perez,Directed,13204,,0.5,"#000000"
marcel0787,klon_perez,Directed,13206,,0.5,"#000000"
Nathanpineda,klon_perez,Directed,13208,,0.5,"#000000"
MotionGeek,klon_perez,Directed,13210,,0.5,"#000000"
pabloromero23,klon_perez,Directed,13212,,0.5,"#000000"
babymau24,klon_perez,Directed,13214,,0.5,"#000000"
RealZaik,klon_perez,Directed,13216,,0.5,"#000000"
Gaboramone,klon_perez,Directed,13218,,0.5,"#000000"
LP_82,klon_perez,Directed,13220,,0.5,"#000000"
LuisJaspe16,klon_perez,Directed,13222,,0.5,"#000000"
freestriv,klon_perez,Directed,13224,,0.5,"#000000"
MChivico91,klon_perez,Directed,13226,,0.5,"#000000"
DiabloCarora,klon_perez,Directed,13228,,0.5,"#000000"
reirodri68,klon_perez,Directed,13231,,1,"#000000"
Santiag26913878,klon_perez,Directed,13232,,0.5,"#000000"
gepr016318,klon_perez,Directed,13234,,0.5,"#000000"
EAdyure,klon_perez,Directed,13236,,0.5,"#000000"
LoxIng_303,klon_perez,Directed,13238,,0.5,"#000000"
AlejandroFalcoP,klon_perez,Directed,13240,,0.5,"#000000"
SusjeMNogueraV,klon_perez,Directed,13242,,0.5,"#000000"
contactosonoro,klon_perez,Directed,13244,,0.5,"#000000"
Germang911,klon_perez,Directed,13247,,2,"#000000"
pedroagelrojo,klon_perez,Directed,13248,,0.5,"#000000"
GordonAlejandro,klon_perez,Directed,13250,,0.5,"#000000"
pes6venezuela18,MarioSanchezVe,Directed,13253,,1,"#000000"
BelkysRam9,klon_perez,Directed,13254,,0.5,"#000000"
Rosherr26,klon_perez,Directed,13256,,0.5,"#000000"
IdealHogar,klon_perez,Directed,13258,,0.5,"#000000"
PPWASH18,klon_perez,Directed,13260,,0.5,"#000000"
PPWASH18,igarcia100,Directed,13261,,0.5,"#000000"
KERYN1968,klon_perez,Directed,13263,,0.5,"#000000"
KERYN1968,MarioSanchezVe,Directed,13264,,0.5,"#000000"
KERYN1968,DeporLara,Directed,13265,,0.5,"#000000"
KERYN1968,Karlapgil,Directed,13266,,0.5,"#000000"
YorbinGuerra,klon_perez,Directed,13268,,0.5,"#000000"
VictoriaM_23,klon_perez,Directed,13270,,0.5,"#000000"
Abradavid,klon_perez,Directed,13272,,0.5,"#000000"
ArmandojoseMe12,klon_perez,Directed,13274,,0.5,"#000000"
samysex_hi,klon_perez,Directed,13276,,0.5,"#000000"
aponte2525,klon_perez,Directed,13278,,0.5,"#000000"
gueglas,klon_perez,Directed,13280,,0.5,"#000000"
pprm2011,klon_perez,Directed,13282,,0.5,"#000000"
RonaldAGonzalez,klon_perez,Directed,13284,,0.5,"#000000"
Luisesalasm,klon_perez,Directed,13286,,0.5,"#000000"
davidricardoara,klon_perez,Directed,13288,,0.5,"#000000"
gsarcos,klon_perez,Directed,13290,,0.5,"#000000"
RosangelMujica,klon_perez,Directed,13292,,0.5,"#000000"
RosangelMujica,manoloduran1,Directed,13293,,0.5,"#000000"
RosangelMujica,avilchezve,Directed,13294,,0.5,"#000000"
bernaez_pedro,klon_perez,Directed,13296,,0.5,"#000000"
JBGM2017,klon_perez,Directed,13298,,0.5,"#000000"
davb2010,klon_perez,Directed,13300,,0.5,"#000000"
andreina31,klon_perez,Directed,13302,,0.5,"#000000"
andsan28,klon_perez,Directed,13304,,0.5,"#000000"
gcastan,klon_perez,Directed,13306,,0.5,"#000000"
Daro26676862,klon_perez,Directed,13308,,0.5,"#000000"
Kimberlyskjl,klon_perez,Directed,13310,,0.5,"#000000"
Fabian79322631,ONCEFutVe,Directed,13313,,1,"#000000"
elis_973,klon_perez,Directed,13314,,0.5,"#000000"
lessipaimeru,klon_perez,Directed,13316,,0.5,"#000000"
elkaiserhaack,klon_perez,Directed,13318,,0.5,"#000000"
papatakisluna,klon_perez,Directed,13320,,0.5,"#000000"
hermanmarcano,klon_perez,Directed,13322,,0.5,"#000000"
Monasterios7,klon_perez,Directed,13324,,0.5,"#000000"
merri_antoni,klon_perez,Directed,13326,,0.5,"#000000"
luisferrojas02,klon_perez,Directed,13328,,0.5,"#000000"
BolivarGalactic,klon_perez,Directed,13330,,0.5,"#000000"
ls78_12,klon_perez,Directed,13332,,0.5,"#000000"
reynaldo119748,klon_perez,Directed,13334,,0.5,"#000000"
lMarkosF,klon_perez,Directed,13336,,0.5,"#000000"
Raul_Paris,klon_perez,Directed,13338,,0.5,"#000000"
Raul_Paris,avilchezve,Directed,13339,,0.5,"#000000"
Raul_Paris,Karlapgil,Directed,13340,,0.5,"#000000"
Benijesus28,klon_perez,Directed,13342,,0.5,"#000000"
faqui24,klon_perez,Directed,13344,,0.5,"#000000"
Javiferrer12,klon_perez,Directed,13346,,0.5,"#000000"
VeneDios,klon_perez,Directed,13348,,0.5,"#000000"
LNRDL,klon_perez,Directed,13350,,0.5,"#000000"
AnIbAlBrUzUaL,klon_perez,Directed,13352,,0.5,"#000000"
axelreport,klon_perez,Directed,13354,,0.5,"#000000"
joseblanco201,klon_perez,Directed,13356,,0.5,"#000000"
AliDanielG,klon_perez,Directed,13358,,0.5,"#000000"
ariasleonel2,klon_perez,Directed,13360,,0.5,"#000000"
Dhiemerson13,klon_perez,Directed,13362,,0.5,"#000000"
JosephCrip,klon_perez,Directed,13364,,0.5,"#000000"
yorvinalexis,klon_perez,Directed,13366,,0.5,"#000000"
dantexier,klon_perez,Directed,13368,,0.5,"#000000"
ArajunoCasmo,jorvesaia,Directed,13371,,1,"#000000"
dicksontorres,klon_perez,Directed,13372,,0.5,"#000000"
lisdelisb,klon_perez,Directed,13374,,0.5,"#000000"
josefa66989371,klon_perez,Directed,13376,,0.5,"#000000"
guidojc10,klon_perez,Directed,13378,,0.5,"#000000"
Christianjav,klon_perez,Directed,13380,,0.5,"#000000"
RARNRz,klon_perez,Directed,13382,,0.5,"#000000"
frankinjosepea,klon_perez,Directed,13384,,0.5,"#000000"
RobertoZaraza,klon_perez,Directed,13386,,0.5,"#000000"
Notorious_Isiah,klon_perez,Directed,13388,,0.5,"#000000"
simero78,klon_perez,Directed,13390,,0.5,"#000000"
nelmarck9,klon_perez,Directed,13392,,0.5,"#000000"
KSL1983,klon_perez,Directed,13394,,0.5,"#000000"
juankred1,klon_perez,Directed,13396,,0.5,"#000000"
jacacioramirez,klon_perez,Directed,13398,,0.5,"#000000"
tupamaro01,klon_perez,Directed,13400,,0.5,"#000000"
wilmer_G24,klon_perez,Directed,13402,,0.5,"#000000"
Enrykes10,klon_perez,Directed,13404,,0.5,"#000000"
Anthonyguanip03,klon_perez,Directed,13406,,0.5,"#000000"
ZapataJ777,klon_perez,Directed,13408,,0.5,"#000000"
Andres_Rl,klon_perez,Directed,13410,,0.5,"#000000"
hugosocorro,klon_perez,Directed,13412,,0.5,"#000000"
RicardoASaezGo1,klon_perez,Directed,13414,,0.5,"#000000"
gavazut,klon_perez,Directed,13416,,0.5,"#000000"
lienahir,klon_perez,Directed,13418,,0.5,"#000000"
igorillich,klon_perez,Directed,13420,,0.5,"#000000"
tone_c10,klon_perez,Directed,13422,,0.5,"#000000"
tone_c10,ManoloDavilatv,Directed,13423,,0.5,"#000000"
JairoRojas_cr7,klon_perez,Directed,13425,,0.5,"#000000"
luchocorredel,klon_perez,Directed,13427,,0.5,"#000000"
OcumareReal,klon_perez,Directed,13429,,0.5,"#000000"
Alejo_P11,klon_perez,Directed,13431,,0.5,"#000000"
eduszurba,klon_perez,Directed,13433,,0.5,"#000000"
ricardoesteba33,eliaslopezvzla,Directed,13436,,1,"#000000"
ricardoesteba33,TrapieLLo,Directed,13437,,1,"#000000"
yank_master,klon_perez,Directed,13438,,0.5,"#000000"
CAR_M17,klon_perez,Directed,13440,,0.5,"#000000"
maurosj23,klon_perez,Directed,13442,,0.5,"#000000"
romerof_pablo,klon_perez,Directed,13444,,0.5,"#000000"
Andresrojinegr0,klon_perez,Directed,13446,,0.5,"#000000"
Andresrojinegr0,DeporLara,Directed,13447,,0.5,"#000000"
Andresrojinegr0,juniorsanchezTc,Directed,13448,,0.5,"#000000"
Andresrojinegr0,manoloduran1,Directed,13449,,0.5,"#000000"
Andresrojinegr0,lgdiaz_66,Directed,13450,,0.5,"#000000"
Andresrojinegr0,le8rtiz,Directed,13451,,0.5,"#000000"
Andresrojinegr0,EdgardoCDL13_HR,Directed,13452,,0.5,"#000000"
Andresrojinegr0,Lord11_BHR,Directed,13453,,0.5,"#000000"
cciq26,klon_perez,Directed,13455,,0.5,"#000000"
JoseAugustoMele,klon_perez,Directed,13457,,0.5,"#000000"
JoseAugustoMele,FutVenEnNumeros,Directed,13459,,1,"#000000"
eljuniortw,klon_perez,Directed,13460,,0.5,"#000000"
CesarJPacheco,klon_perez,Directed,13462,,0.5,"#000000"
heantrito,klon_perez,Directed,13464,,0.5,"#000000"
jesus_angelugo,klon_perez,Directed,13466,,0.5,"#000000"
rjechenique,klon_perez,Directed,13468,,0.5,"#000000"
CarlCoroboH,klon_perez,Directed,13470,,0.5,"#000000"
nelsonherdz,klon_perez,Directed,13472,,0.5,"#000000"
J77Garcia,klon_perez,Directed,13474,,0.5,"#000000"
Javmol10,klon_perez,Directed,13476,,0.5,"#000000"
Dalir24,klon_perez,Directed,13478,,0.5,"#000000"
gaddy7,klon_perez,Directed,13480,,0.5,"#000000"
gaddy7,ManoloDavilatv,Directed,13482,,1,"#000000"
chocopoctokis,klon_perez,Directed,13483,,0.5,"#000000"
lpcr04,klon_perez,Directed,13485,,0.5,"#000000"
risuarez,klon_perez,Directed,13487,,0.5,"#000000"
MiriamGPrado,klon_perez,Directed,13489,,0.5,"#000000"
pedroqmarcano,klon_perez,Directed,13491,,0.5,"#000000"
pablo22sanchez,klon_perez,Directed,13493,,0.5,"#000000"
WillonAfc,klon_perez,Directed,13495,,0.5,"#000000"
mesqueunalex,klon_perez,Directed,13497,,0.5,"#000000"
gerardocazanas,klon_perez,Directed,13499,,0.5,"#000000"
JoseDC5586,klon_perez,Directed,13501,,0.5,"#000000"
armandoduqueo,klon_perez,Directed,13503,,0.5,"#000000"
cesarurr,klon_perez,Directed,13505,,0.5,"#000000"
clidesf03,klon_perez,Directed,13507,,0.5,"#000000"
daenrod,klon_perez,Directed,13509,,0.5,"#000000"
jonarvillapol,klon_perez,Directed,13511,,0.5,"#000000"
Gersonfutsal,klon_perez,Directed,13513,,0.5,"#000000"
_tiegod,klon_perez,Directed,13515,,0.5,"#000000"
JoseRamonGilSe1,klon_perez,Directed,13517,,0.5,"#000000"
JoseRamonGilSe1,Naranjazos10,Directed,13518,,0.5,"#000000"
JorgeDiazPzO,klon_perez,Directed,13520,,0.5,"#000000"
NuryLop30237296,klon_perez,Directed,13522,,0.5,"#000000"
cadener0,klon_perez,Directed,13524,,0.5,"#000000"
ALVAROJOSEP04,6cichero6,Directed,13527,,2,"#000000"
kevinavelino1,klon_perez,Directed,13528,,0.5,"#000000"
Estebanquito_0,klon_perez,Directed,13530,,0.5,"#000000"
metrabo57,klon_perez,Directed,13532,,0.5,"#000000"
HenryArrecheder,klon_perez,Directed,13534,,0.5,"#000000"
fernanjop,klon_perez,Directed,13536,,0.5,"#000000"
JotaJimenezs,klon_perez,Directed,13538,,0.5,"#000000"
JotaJimenezs,eliaslopezvzla,Directed,13540,,1,"#000000"
JorgeL2802,klon_perez,Directed,13541,,0.5,"#000000"
shelightup,klon_perez,Directed,13543,,0.5,"#000000"
g_glanneris,klon_perez,Directed,13545,,0.5,"#000000"
HansCrema88,Serg_1924,Directed,13547,,0.5,"#000000"
HansCrema88,castilloangel79,Directed,13549,,2,"#000000"
rjppcfcvzla,klon_perez,Directed,13550,,0.5,"#000000"
rjppcfcvzla,Naranjazos10,Directed,13552,,1,"#000000"
ulisesrivero,klon_perez,Directed,13553,,0.5,"#000000"
BreinerEduard12,klon_perez,Directed,13555,,0.5,"#000000"
luis_e24,klon_perez,Directed,13557,,0.5,"#000000"
RubenanEs,klon_perez,Directed,13559,,0.5,"#000000"
creator1000,klon_perez,Directed,13561,,0.5,"#000000"
danlieranllerr,klon_perez,Directed,13563,,0.5,"#000000"
Joserpf17,klon_perez,Directed,13565,,0.5,"#000000"
uranio_23,klon_perez,Directed,13567,,0.5,"#000000"
gersonvivasp,klon_perez,Directed,13569,,0.5,"#000000"
Pachec0chips,klon_perez,Directed,13571,,0.5,"#000000"
MarioE_92,klon_perez,Directed,13573,,0.5,"#000000"
Davidazuaje0962,klon_perez,Directed,13575,,0.5,"#000000"
Davidazuaje0962,tenordelgol,Directed,13576,,0.5,"#000000"
Davidazuaje0962,marieferro98,Directed,13578,,0.5,"#000000"
murillocasanova,klon_perez,Directed,13580,,0.5,"#000000"
Rafa14_c,klon_perez,Directed,13582,,0.5,"#000000"
kikopalillo,klon_perez,Directed,13584,,0.5,"#000000"
MarcoMo75070496,klon_perez,Directed,13586,,0.5,"#000000"
wil3831,eliaslopezvzla,Directed,13589,,1,"#000000"
wil3831,klon_perez,Directed,13590,,1,"#000000"
RafaelOrtizV17,klon_perez,Directed,13591,,0.5,"#000000"
gerardojurado10,klon_perez,Directed,13593,,0.5,"#000000"
jotajotamaturin,klon_perez,Directed,13595,,0.5,"#000000"
lgmarquez1960,klon_perez,Directed,13597,,0.5,"#000000"
lgmarquez1960,Naranjazos10,Directed,13598,,0.5,"#000000"
edudiazdoc,klon_perez,Directed,13600,,0.5,"#000000"
leomallo23,klon_perez,Directed,13602,,0.5,"#000000"
jonathampraga,klon_perez,Directed,13604,,0.5,"#000000"
Rubendb_,klon_perez,Directed,13606,,0.5,"#000000"
jesuslolo8,klon_perez,Directed,13608,,0.5,"#000000"
moises8oo,klon_perez,Directed,13610,,0.5,"#000000"
JuanPana83,klon_perez,Directed,13613,,1,"#000000"
aleccc1000,klon_perez,Directed,13614,,0.5,"#000000"
jlmedina87,klon_perez,Directed,13616,,0.5,"#000000"
jlmedina87,supernova_2010,Directed,13618,,1,"#000000"
RobertoAtria,klon_perez,Directed,13619,,0.5,"#000000"
RGordonesg,klon_perez,Directed,13621,,0.5,"#000000"
jpepegoyo,klon_perez,Directed,13623,,0.5,"#000000"
mackrubens,klon_perez,Directed,13625,,0.5,"#000000"
williancobos,klon_perez,Directed,13627,,0.5,"#000000"
maryabriwan,klon_perez,Directed,13629,,0.5,"#000000"
Gabriel35005987,klon_perez,Directed,13631,,0.5,"#000000"
OmairaAlvarez3,klon_perez,Directed,13633,,0.5,"#000000"
OmairaAlvarez3,Naranjazos10,Directed,13634,,0.5,"#000000"
waildbros,klon_perez,Directed,13636,,0.5,"#000000"
EdicionFinal,klon_perez,Directed,13638,,0.5,"#000000"
lmartino76,klon_perez,Directed,13640,,0.5,"#000000"
marmigbracho,klon_perez,Directed,13642,,0.5,"#000000"
giovisentinip,klon_perez,Directed,13644,,0.5,"#000000"
_DjSilver_,klon_perez,Directed,13646,,0.5,"#000000"
ArsenioeE,klon_perez,Directed,13648,,0.5,"#000000"
Igavalo,klon_perez,Directed,13650,,0.5,"#000000"
alexiseaj_CFC,klon_perez,Directed,13652,,0.5,"#000000"
Ryckzolea,klon_perez,Directed,13654,,0.5,"#000000"
bluesky4311,klon_perez,Directed,13656,,0.5,"#000000"
Alcedowpa,klon_perez,Directed,13658,,0.5,"#000000"
gonzalogomezy,klon_perez,Directed,13660,,0.5,"#000000"
danielgraffe1,klon_perez,Directed,13662,,0.5,"#000000"
josepivela,klon_perez,Directed,13664,,0.5,"#000000"
giovannysa31,klon_perez,Directed,13666,,0.5,"#000000"
HernanR10,klon_perez,Directed,13668,,0.5,"#000000"
richardvlnc,klon_perez,Directed,13670,,0.5,"#000000"
Antonyquinter0,klon_perez,Directed,13672,,0.5,"#000000"
EduardoJoseRu14,klon_perez,Directed,13674,,0.5,"#000000"
antoniolee23,klon_perez,Directed,13676,,0.5,"#000000"
LuismiguelDu,klon_perez,Directed,13678,,0.5,"#000000"
CesarHe009,CiberneticoTime,Directed,13681,,1,"#000000"
Edsonlgp,klon_perez,Directed,13682,,0.5,"#000000"
