Id,Label,d8,d7,d6,d5,d4,d3,d2,d1,d0,indegree,outdegree,Degree,modularity_class,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,eigencentrality,pageranks,Authority,Hub,Comunidades,X,Y,Size,Color
foro_todofutbol,foro_todofutbol,16743,8,0,1,18,494,214,4114,17743,96,8,104,152,9,0.235609,0.269564,60835.171301,0.139298,0.005057,0.032597,0.001246,152,0.245088,0.400068,0.108221,"#c0c0c0"
miguel28gangel,miguel28gangel,140642,0,0,0,0,8738,10,1773,1430,0,1,1,247,9,0.210495,0.235294,0,0,0.000044,0,0.03126,klon_perez,0.717404,0.699044,0.001041,"#36ae00"
FutbolAnz,FutbolAnz,579,0,0,0,1,1067,0,47,423,1,1,2,0,0,0,0,0,0.000988,0.000044,0,0,0,0.778539,0.912495,0.002081,"#c0c0c0"
edgardo0512,edgardo0512,16260,0,0,0,0,8266,2,2513,336,0,1,1,5,10,0.175716,0.1919,0,0,0.000044,0,0.000012,pulidojorge,0.15521,0.788291,0.001041,"#da5ed6"
666rjrv,666rjrv,94155,0,0,0,0,809,38,765,867,0,1,1,137,3,0.444444,0.541667,0,0,0.000044,0,0,137,0.124792,0.795771,0.001041,"#c0c0c0"
RichardZapata8,RichardZapata8,16662,0,0,0,0,21815,6,2418,2236,0,2,2,268,1,1,1,0,0,0.000044,0,0.002092,SOLOVENEX_,0.365421,0.452327,0.002081,"#00b2e6"
correajorge,correajorge,1306,0,0,0,0,1862,1,100,130,0,2,2,204,1,1,1,0,0,0.000044,0,0.000004,204,0.063581,0.431104,0.002081,"#c0c0c0"
luiyi70400222,luiyi70400222,9822,0,0,0,0,68,0,23,13,0,1,1,29,1,1,1,0,0,0.000044,0,0.000106,VTVcanal8,0.453737,0.091201,0.001041,"#ff5315"
LeafarPetit,LeafarPetit,32246,0,0,0,1,34413,9,4957,2750,1,2,3,5,8,0.271681,0.311515,38.101238,0.000896,0.000049,0.000002,0.002319,pulidojorge,0.393996,0.889447,0.003122,"#da5ed6"
LaDivinaDiva,LaDivinaDiva,1177109,6,0,7,17,133945,685,6234,62655,12,3,15,137,1,1,1,6381,0.011743,0.001025,0.001217,0,137,0.142924,0.764433,0.015609,"#c0c0c0"
luistorres167,luistorres167,53165,1,0,2,1,74387,4,1248,1268,2,1,3,137,2,0.6,0.666667,3,0.002878,0.000372,0,0.000039,137,0.127946,0.783661,0.003122,"#c0c0c0"
Inferno_Milans,Inferno_Milans,5960,0,0,0,0,83,0,306,49,0,1,1,247,9,0.210495,0.235294,0,0,0.000044,0,0.03126,klon_perez,0.648358,0.683378,0.001041,"#36ae00"
malleakike,malleakike,49110,0,0,0,0,6469,10,2226,660,0,2,2,271,9,0.211251,0.237722,0,0,0.000044,0,0.033893,MariaGArocha,0.673483,0.456367,0.002081,"#0092fb"
lindurten,lindurten,2204,0,0,0,0,9989,0,531,91,0,1,1,247,9,0.210495,0.235294,0,0,0.000044,0,0.03126,klon_perez,0.547727,0.663556,0.001041,"#36ae00"
SotoCaldex,SotoCaldex,161845,0,0,0,0,13975,8,1445,791,0,4,4,15,9,0.242112,0.275633,0,0,0.000044,0,0.006206,15,0.282223,0.75402,0.004162,"#c0c0c0"
AngelGTP,AngelGTP,24575,0,0,0,0,10919,6,520,299,0,1,1,268,1,1,1,0,0,0.000044,0,0.001723,SOLOVENEX_,0.297584,0.403927,0.001041,"#00b2e6"
frankdelgadojim,frankdelgadojim,16668,0,0,0,0,2709,2,1127,326,0,1,1,268,1,1,1,0,0,0.000044,0,0.001723,SOLOVENEX_,0.254104,0.488349,0.001041,"#00b2e6"
ojec1234,ojec1234,176707,0,0,0,0,8071,2,4038,1038,0,19,19,247,8,0.302439,0.363108,0,0,0.000044,0,0.03815,klon_perez,0.105599,0.586385,0.019771,"#36ae00"
AntonioJQR,AntonioJQR,66612,1,1,1,6,34651,105,1570,5300,1,2,3,152,9,0.21472,0.236236,352,0.000896,0.000063,0.000001,0.000134,152,0.069366,0.530892,0.003122,"#c0c0c0"
supernova_2010,supernova_2010,11409,0,0,0,0,13799,15,853,886,3,3,6,251,8,0.274571,0.306734,4938.892857,0.003048,0.000106,0.002172,0.035423,251,0.496439,0.717234,0.006243,"#c0c0c0"
juanjose3736076,juanjose3736076,2096,0,0,1,1,1521,0,272,16,2,6,8,5,8,0.297229,0.346496,354,0.001976,0.000081,0,0.036428,pulidojorge,0.238356,0.72518,0.008325,"#da5ed6"
marquezedgar1,marquezedgar1,21489,0,0,0,0,16751,4,3014,1065,0,2,2,268,9,0.210872,0.237418,0,0,0.000044,0,0.032983,SOLOVENEX_,0.452127,0.514929,0.002081,"#00b2e6"
RengifoPedro,RengifoPedro,29208,0,0,0,1,801,13,732,673,0,0,0,1,0,0,0,0,0,0.000044,0,0,1,0.106949,0.803613,0,"#c0c0c0"
marcanbal,marcanbal,56,0,0,0,0,60,0,443,24,0,1,1,6,1,1,1,0,0,0.000044,0,0.000002,6,0.525596,0.983817,0.001041,"#c0c0c0"
AntonioVctorSo1,AntonioVctorSo1,2463,0,0,0,0,2001,0,563,70,0,2,2,78,9,0.210998,0.23756,0,0,0.000044,0,0.03138,78,0.582287,0.464544,0.002081,"#c0c0c0"
David2095_Sport,David2095_Sport,697999,0,0,0,0,706679,106,5001,2228,0,3,3,268,9,0.211377,0.239685,0,0,0.000044,0,0.033352,SOLOVENEX_,0.469913,0.472452,0.003122,"#00b2e6"
gdso02,gdso02,12985,0,0,0,0,60955,1,272,96,0,6,6,304,10,0.194719,0.220614,0,0,0.000044,0,0.003461,304,0.130301,0.415522,0.006243,"#c0c0c0"
Ignacio250429,Ignacio250429,1000,0,0,0,0,387,0,256,7,0,1,1,268,1,1,1,0,0,0.000044,0,0.001723,SOLOVENEX_,0.33085,0.445275,0.001041,"#00b2e6"
LuisAlejandroVM,LuisAlejandroVM,61827,0,0,0,0,50803,4,492,498,0,3,3,15,12,0.140427,0.154774,0,0,0.000044,0,0.000236,15,0.295659,0.871054,0.003122,"#c0c0c0"
earg1975,earg1975,1187,0,0,0,0,1542,2,213,9,0,2,2,5,10,0.176063,0.194147,0,0,0.000044,0,0.001735,pulidojorge,0.199766,0.61892,0.002081,"#da5ed6"
cink182,cink182,8569,0,0,0,0,5758,3,502,630,0,1,1,268,1,1,1,0,0,0.000044,0,0.001723,SOLOVENEX_,0.24868,0.477307,0.001041,"#00b2e6"
Mariaaaa1712,Mariaaaa1712,21554,0,0,0,0,472,0,105,72,0,1,1,29,1,1,1,0,0,0.000044,0,0.000106,VTVcanal8,0.415091,0.08994,0.001041,"#ff5315"
klon_perez,klon_perez,55079,63,22,73,176,25329,62,614,21105,938,23,961,247,8,0.265861,0.325737,363068.276269,1,0.03324,0.972579,0.000423,klon_perez,0.603649,0.62257,1,"#36ae00"
SoyOtroLucho,SoyOtroLucho,4573,0,0,0,0,4471,0,56,46,0,4,4,204,10,0.192078,0.213958,0,0,0.000044,0,0.005413,204,0.44131,0.335332,0.004162,"#c0c0c0"
Gregori35469472,Gregori35469472,34902,0,0,0,0,19,0,98,64,0,1,1,29,1,1,1,0,0,0.000044,0,0.000106,VTVcanal8,0.58333,0.060718,0.001041,"#ff5315"
regamers10,regamers10,19057,0,0,0,0,153070,0,261,161,1,4,5,175,9,0.220075,0.249202,0,0.000988,0.000044,0,0.033069,175,0.513094,0.418334,0.005203,"#c0c0c0"
Kevingerardo77,Kevingerardo77,15303,0,0,0,0,3640,2,4618,315,0,1,1,247,9,0.210495,0.235294,0,0,0.000044,0,0.03126,klon_perez,0.67829,0.494269,0.001041,"#36ae00"
JoanVillarroel6,JoanVillarroel6,57,0,0,0,0,11,0,51,1,2,5,7,152,9,0.211921,0.235679,210.822222,0.00213,0.000118,0.000169,0.004308,152,0.156065,0.528437,0.007284,"#c0c0c0"
Leitoo23_,Leitoo23_,5115,0,0,0,0,33455,1,724,79,0,1,1,268,1,1,1,0,0,0.000044,0,0.001723,SOLOVENEX_,0.24642,0.459366,0.001041,"#00b2e6"
jackeli59632735,jackeli59632735,27289,0,0,0,0,192,0,534,197,0,1,1,29,1,1,1,0,0,0.000044,0,0.000106,VTVcanal8,0.577623,0.048008,0.001041,"#ff5315"
Darwinvanegas18,Darwinvanegas18,9698,2,0,0,0,2816,5,899,130,1,4,5,265,9,0.234687,0.267905,79.854401,0.000896,0.000049,0.000002,0.031502,265,0.435011,0.483661,0.005203,"#c0c0c0"
exchichero,exchichero,38604,0,0,0,3,81427,3,1640,1241,0,1,1,247,9,0.210495,0.235294,0,0,0.000044,0,0.03126,klon_perez,0.609813,0.671532,0.001041,"#36ae00"
alfonzo_38825,alfonzo_38825,1037,0,0,0,0,11916,0,370,44,1,3,4,137,9,0.227979,0.258484,9928.41375,0.010404,0.000461,0.000063,0.032332,137,0.292657,0.663769,0.004162,"#c0c0c0"
Lalejandro_99,Lalejandro_99,7704,0,0,0,0,49985,1,701,138,0,3,3,304,1,1,1,0,0,0.000044,0,0.002207,304,0.117648,0.43073,0.003122,"#c0c0c0"
gura_vinotinto,gura_vinotinto,15382,0,0,0,0,17343,2,4160,456,1,3,4,78,8,0.30137,0.346023,16369.671942,0.034393,0.000279,0.000067,0.033612,78,0.503641,0.760198,0.004162,"#c0c0c0"
raykar57,raykar57,597642,0,0,0,0,163492,20,1708,1551,0,20,20,152,8,0.2975,0.354168,0,0,0.000044,0,0.048153,152,0.381481,0.393947,0.020812,"#c0c0c0"
otglifuentes,otglifuentes,413,0,0,0,0,0,0,22,0,0,1,1,29,1,1,1,0,0,0.000044,0,0.000106,VTVcanal8,0.39846,0.107685,0.001041,"#ff5315"
argenisgallardo,argenisgallardo,68966,0,0,0,0,1338,2,1028,1376,1,8,9,200,9,0.246862,0.286823,423.945238,0.001083,0.000109,0,0.035004,200,0.659013,0.853073,0.009365,"#c0c0c0"
eldetacha,eldetacha,872,0,0,0,0,1000,0,154,28,0,1,1,2,1,1,1,0,0,0.000044,0,0,2,0.722312,0.090486,0.001041,"#c0c0c0"
Deividforero,Deividforero,65052,0,0,0,0,249,0,293,218,0,1,1,29,1,1,1,0,0,0.000044,0,0.000106,VTVcanal8,0.485637,0.092759,0.001041,"#ff5315"
alelo2202,alelo2202,1477,0,0,0,0,1734,0,429,78,0,1,1,247,9,0.210495,0.235294,0,0,0.000044,0,0.03126,klon_perez,0.535341,0.59816,0.001041,"#36ae00"
JUANTOR21960998,JUANTOR21960998,4930,0,0,0,0,6626,0,2211,2204,0,1,1,268,1,1,1,0,0,0.000044,0,0.001723,SOLOVENEX_,0.306025,0.397258,0.001041,"#00b2e6"
karinina34,karinina34,18948,0,0,0,0,19,0,35,53,0,1,1,29,1,1,1,0,0,0.000044,0,0.000106,VTVcanal8,0.448063,0.100803,0.001041,"#ff5315"
Nellfred26,Nellfred26,1054,0,0,0,0,43081,1,323,88,0,1,1,15,2,0.666667,0.75,0,0,0.000044,0,0.00006,15,0.245242,0.816657,0.001041,"#c0c0c0"
juancfcwaraira,juancfcwaraira,505,0,0,0,0,688,0,213,8,0,2,2,124,7,0.286062,0.323668,0,0,0.000044,0,0.00335,124,0.292139,0.72463,0.002081,"#c0c0c0"
ELGOLLDO13,ELGOLLDO13,149113,0,0,0,0,87593,12,2519,1442,0,1,1,247,9,0.210495,0.235294,0,0,0.000044,0,0.03126,klon_perez,0.616125,0.487239,0.001041,"#36ae00"
Rxbfr_,Rxbfr_,14202,0,0,0,0,858,3,392,237,0,1,1,247,9,0.210495,0.235294,0,0,0.000044,0,0.03126,klon_perez,0.717398,0.584784,0.001041,"#36ae00"
kandanguero,kandanguero,88091,0,0,0,0,63601,0,3100,1196,0,6,6,124,7,0.310315,0.35884,0,0,0.000044,0,0.035732,124,0.457588,0.557721,0.006243,"#c0c0c0"
StupidpdroStory,StupidpdroStory,240191,0,0,0,0,9126,17,550,972,0,2,2,15,2,0.75,0.833333,0,0,0.000044,0,0.000278,15,0.244054,0.829517,0.002081,"#c0c0c0"
josetrompiz10,josetrompiz10,96,0,0,0,0,907,0,75,8,0,1,1,5,8,0.271121,0.309564,0,0,0.000044,0,0.002317,pulidojorge,0.387373,0.838043,0.001041,"#da5ed6"
jairomarrero211,jairomarrero211,24403,0,0,0,0,602,2,3155,665,0,1,1,247,9,0.210495,0.235294,0,0,0.000044,0,0.03126,klon_perez,0.665734,0.723417,0.001041,"#36ae00"
eumaresaa,eumaresaa,21266,0,0,0,0,6877,107,1203,9560,0,1,1,15,9,0.214329,0.234111,0,0,0.000044,0,0.000088,15,0.249969,0.655244,0.001041,"#c0c0c0"
SegaBros09,SegaBros09,6829,0,0,1,2,7702,0,1388,404,19,14,33,30,7,0.333649,0.38405,95362.131281,0.03818,0.00099,0.006126,0.035415,avilchezve,0.536534,0.946714,0.070314,"#57782f"
jose_osorio26,jose_osorio26,46339,0,0,0,0,45382,2,98,193,0,1,1,247,9,0.210495,0.235294,0,0,0.000044,0,0.03126,klon_perez,0.533092,0.572231,0.001041,"#36ae00"
KV_Keivert,KV_Keivert,8929,0,0,0,0,3571,3,663,259,0,1,1,247,9,0.210495,0.235294,0,0,0.000044,0,0.03126,klon_perez,0.700806,0.5072,0.001041,"#36ae00"
GianniSantucci8,GianniSantucci8,5540,0,0,0,0,21915,0,3156,366,0,1,1,5,10,0.175716,0.1919,0,0,0.000044,0,0.000012,pulidojorge,0.156716,0.784071,0.001041,"#da5ed6"
Nelson19272304,Nelson19272304,11339,1,0,0,0,561,0,175,34,0,4,4,267,9,0.212485,0.242297,0,0,0.000044,0,0.034146,267,0.629122,0.34206,0.004162,"#c0c0c0"
Csarmarcano7,Csarmarcano7,32338,0,0,0,0,3,0,5,16,0,1,1,29,1,1,1,0,0,0.000044,0,0.000106,VTVcanal8,0.43838,0.066397,0.001041,"#ff5315"
DarVan_5891,DarVan_5891,2,0,0,0,0,5,0,3,0,0,1,1,340,1,1,1,0,0,0.000044,0,0.000791,340,0.473669,0.409109,0.001041,"#c0c0c0"
DelgadoMiguel97,DelgadoMiguel97,63151,0,0,0,0,48080,7,937,1475,0,1,1,15,2,0.666667,0.75,0,0,0.000044,0,0.00006,15,0.234439,0.808038,0.001041,"#c0c0c0"
MundoVenex,MundoVenex,58334,0,0,0,0,71823,56,803,7279,1,18,19,30,7,0.337121,0.398094,356,0.000896,0.000081,0,0.049258,avilchezve,0.139075,0.577878,0.040484,"#57782f"
jesusrojas6101,jesusrojas6101,22949,3,0,0,2,12571,1,208,203,0,1,1,124,9,0.205591,0.22048,0,0,0.000044,0,0.001033,124,0.19592,0.631758,0.001041,"#c0c0c0"
LCRN01,LCRN01,16420,0,0,0,0,3739,5,568,684,0,2,2,5,8,0.272098,0.312221,0,0,0.000044,0,0.002319,pulidojorge,0.382562,0.695831,0.002081,"#da5ed6"
jeankijc8a,jeankijc8a,3764,0,0,0,0,2866,1,2930,550,0,1,1,268,1,1,1,0,0,0.000044,0,0.001723,SOLOVENEX_,0.251944,0.461746,0.001041,"#00b2e6"
luisgrven,luisgrven,943,0,0,0,0,509,0,168,32,0,1,1,3,1,1,1,0,0,0.000044,0,0,3,0.20451,0.902557,0.001041,"#c0c0c0"
josegregorioh22,josegregorioh22,12203,0,0,0,0,16068,0,2750,777,1,8,9,65,9,0.243354,0.281975,720.916667,0.00125,0.000135,0,0.006855,Naranjazos10,0.200004,0.448554,0.009365,"#ad7d00"
ElGocho1984,ElGocho1984,19808,0,0,0,0,116945,0,999,1001,0,1,1,268,1,1,1,0,0,0.000044,0,0.001723,SOLOVENEX_,0.291575,0.42464,0.001041,"#00b2e6"
Ivan11Alfonzo,Ivan11Alfonzo,971,0,0,0,0,8710,0,323,3,0,1,1,268,1,1,1,0,0,0.000044,0,0.001723,SOLOVENEX_,0.266695,0.445978,0.001041,"#00b2e6"
Anirak94600506,Anirak94600506,9410,0,0,0,0,57,0,30,20,0,1,1,29,1,1,1,0,0,0.000044,0,0.000106,VTVcanal8,0.581783,0.137435,0.001041,"#ff5315"
OscarRondon,OscarRondon,8554,0,0,0,0,7976,0,3761,367,0,1,1,6,1,1,1,0,0,0.000044,0,0.000002,6,0.518043,0.989748,0.001041,"#c0c0c0"
Tavocolmenares,Tavocolmenares,3245,1,0,0,3,42542,0,1171,265,1,2,3,5,8,0.271605,0.311627,4203,0.034393,0.000279,0.000067,0.002395,pulidojorge,0.252638,0.733173,0.003122,"#da5ed6"
zonalibre28,zonalibre28,2224,0,0,0,0,3729,5,905,444,0,1,1,268,1,1,1,0,0,0.000044,0,0.001723,SOLOVENEX_,0.265052,0.438499,0.001041,"#00b2e6"
dultoray,dultoray,84207,0,0,0,0,167,0,269,89,0,1,1,29,1,1,1,0,0,0.000044,0,0.000106,VTVcanal8,0.539666,0.071291,0.001041,"#ff5315"
CARLOSZAMUDIA,CARLOSZAMUDIA,49972,0,0,0,0,1660,2,4240,1249,1,2,3,15,2,0.75,0.833333,2299.065476,0.034393,0.000279,0.000067,0.000104,15,0.230222,0.831883,0.003122,"#c0c0c0"
omary67809,omary67809,12112,0,0,0,0,1006,0,32,20,0,1,1,29,1,1,1,0,0,0.000044,0,0.000106,VTVcanal8,0.542516,0.056997,0.001041,"#ff5315"
ftovar432,ftovar432,393617,0,0,0,0,145,8,254,1603,0,0,0,4,0,0,0,0,0,0.000044,0,0,4,0.035091,0.655305,0,"#c0c0c0"
YuraiVi5,YuraiVi5,4161,0,0,0,0,25,0,20,5,0,1,1,29,1,1,1,0,0,0.000044,0,0.000106,VTVcanal8,0.625404,0.040703,0.001041,"#ff5315"
MichellJosue,MichellJosue,55636,0,0,0,0,20623,12,1175,808,0,5,5,15,8,0.234983,0.260012,0,0,0.000044,0,0.002127,15,0.282556,0.806201,0.005203,"#c0c0c0"
Bucanero1971,Bucanero1971,7171,0,0,0,0,18446,2,1309,361,0,2,2,268,9,0.23755,0.26534,0,0,0.000044,0,0.005849,SOLOVENEX_,0.332724,0.520815,0.002081,"#00b2e6"
Torkolsupreme26,Torkolsupreme26,3217,3,0,0,5,1683,1,208,42,1,2,3,340,9,0.210998,0.23756,55.904762,0.000896,0.000063,0.000133,0.032051,340,0.503946,0.520993,0.003122,"#c0c0c0"
Ing_Gilbert,Ing_Gilbert,6798,0,0,0,0,26390,0,892,193,0,1,1,268,1,1,1,0,0,0.000044,0,0.001723,SOLOVENEX_,0.278661,0.425523,0.001041,"#00b2e6"
pulidojorge,pulidojorge,51925,0,0,1,2,10654,157,1520,11752,296,79,375,5,7,0.370917,0.4912,451604.376556,0.465549,0.021815,0.072087,0.002076,pulidojorge,0.393288,0.783058,0.390218,"#da5ed6"
wwizard437,wwizard437,29166,0,0,0,0,1706,0,68,30,0,1,1,29,1,1,1,0,0,0.000044,0,0.000106,VTVcanal8,0.533693,0.131829,0.001041,"#ff5315"
Scarlet48220331,Scarlet48220331,21538,0,0,0,0,33,0,113,41,0,1,1,29,1,1,1,0,0,0.000044,0,0.000106,VTVcanal8,0.449215,0.064367,0.001041,"#ff5315"
Rujano5000,Rujano5000,63286,0,0,0,0,530,0,237,254,0,2,2,29,9,0.210965,0.237454,0,0,0.000044,0,0.031366,VTVcanal8,0.560181,0.280477,0.002081,"#ff5315"
CordovaLuis28,CordovaLuis28,251255,0,0,0,0,51004,393,17044,15506,0,2,2,94,1,1,1,0,0,0.000044,0,0.002751,94,0.581733,0.26797,0.002081,"#c0c0c0"
jona77773259,jona77773259,9718,0,0,0,0,63,0,29,22,0,1,1,29,1,1,1,0,0,0.000044,0,0.000106,VTVcanal8,0.449648,0.077291,0.001041,"#ff5315"
marle01982425,marle01982425,8908,0,0,0,0,38,0,44,30,0,1,1,29,1,1,1,0,0,0.000044,0,0.000106,VTVcanal8,0.54438,0.086141,0.001041,"#ff5315"
LuisDTFC,LuisDTFC,175838,0,0,0,0,3650,19,975,2300,0,5,5,15,8,0.274057,0.318894,0,0,0.000044,0,0.002471,15,0.247309,0.75174,0.005203,"#c0c0c0"
andercarr,andercarr,5319,0,0,0,0,29,0,96,19,0,1,1,29,1,1,1,0,0,0.000044,0,0.000106,VTVcanal8,0.614195,0.091906,0.001041,"#ff5315"
lendrickboscan,lendrickboscan,5907,0,0,0,0,15280,1,858,228,0,1,1,268,1,1,1,0,0,0.000044,0,0.001723,SOLOVENEX_,0.315638,0.400753,0.001041,"#00b2e6"
carlota85345393,carlota85345393,12517,0,0,0,0,1072,0,32,18,0,1,1,29,1,1,1,0,0,0.000044,0,0.000106,VTVcanal8,0.39709,0.034837,0.001041,"#ff5315"
juacoc73,juacoc73,17191,0,0,0,0,11332,1,2237,1099,0,1,1,268,1,1,1,0,0,0.000044,0,0.001723,SOLOVENEX_,0.282758,0.422431,0.001041,"#00b2e6"
mvsueiribarren,mvsueiribarren,3855,0,0,0,0,2532,3,969,345,0,1,1,268,1,1,1,0,0,0.000044,0,0.001723,SOLOVENEX_,0.236737,0.457037,0.001041,"#00b2e6"
ApexVenezuela,ApexVenezuela,46599,0,0,0,0,4393,21,551,1688,0,2,2,267,9,0.215152,0.237018,0,0,0.000044,0,0.000098,267,0.201852,0.43601,0.002081,"#c0c0c0"
OrlandoMaestr12,OrlandoMaestr12,12329,0,0,0,0,16118,1,1306,1069,0,3,3,65,9,0.240791,0.271478,0,0,0.000044,0,0.006737,Naranjazos10,0.33214,0.547792,0.003122,"#ad7d00"
YaditzaHenrriq1,YaditzaHenrriq1,95990,0,0,0,0,1692,0,61,60,0,1,1,29,1,1,1,0,0,0.000044,0,0.000106,VTVcanal8,0.560667,0.076478,0.001041,"#ff5315"
luci359,luci359,21735,0,0,0,0,10,0,46,72,0,1,1,29,1,1,1,0,0,0.000044,0,0.000106,VTVcanal8,0.595189,0.117347,0.001041,"#ff5315"
AlvaradoThaima,AlvaradoThaima,12429,0,0,0,0,4,0,18,3,0,1,1,29,1,1,1,0,0,0.000044,0,0.000106,VTVcanal8,0.641571,0.057854,0.001041,"#ff5315"
enano54061132,enano54061132,43258,0,0,0,0,166,0,72,43,0,1,1,29,1,1,1,0,0,0.000044,0,0.000106,VTVcanal8,0.536301,0.096075,0.001041,"#ff5315"
SalvadrAmarista,SalvadrAmarista,10701,0,0,0,0,1433,0,510,341,0,1,1,268,1,1,1,0,0,0.000044,0,0.001723,SOLOVENEX_,0.333757,0.411799,0.001041,"#00b2e6"
noirape23,noirape23,5216,0,0,0,0,33,0,35,9,0,1,1,29,1,1,1,0,0,0.000044,0,0.000106,VTVcanal8,0.388794,0.10492,0.001041,"#ff5315"
placidoacosta2,placidoacosta2,4,1,0,0,2,8,0,51,10,0,1,1,247,9,0.210495,0.235294,0,0,0.000044,0,0.03126,klon_perez,0.582338,0.531024,0.001041,"#36ae00"
EsRojas,EsRojas,32312,1,0,4,8,892,132,1257,11234,15,3,18,15,8,0.272025,0.313521,14421.791434,0.054073,0.000816,0.002746,0.002813,15,0.256656,0.668142,0.01873,"#c0c0c0"
nuevodiaenlinea,nuevodiaenlinea,460040,0,0,0,0,238,451,1636,111878,3,0,3,6,0,0,0,0,0.002689,0.000138,0,0,6,0.662883,0.940519,0.003122,"#c0c0c0"
RKBP2018,RKBP2018,56655,0,0,0,0,134704,2,830,687,0,2,2,6,1,1,1,0,0,0.000044,0,0.000002,6,0.580213,0.973992,0.002081,"#c0c0c0"
RubnBalbuena,RubnBalbuena,27261,0,0,0,0,1325,0,35,26,0,1,1,29,1,1,1,0,0,0.000044,0,0.000106,VTVcanal8,0.610996,0.065019,0.001041,"#ff5315"
JAntonioQ_,JAntonioQ_,3974,0,0,1,12,1397,13,919,3092,5,0,5,6,0,0,0,0,0.004569,0.000196,0.000075,0,6,0.513987,0.981532,0.005203,"#c0c0c0"
JuanCar88494670,JuanCar88494670,14085,0,0,0,0,145,0,101,49,0,1,1,29,1,1,1,0,0,0.000044,0,0.000106,VTVcanal8,0.514588,0.084201,0.001041,"#ff5315"
soto65050752,soto65050752,18773,0,0,0,0,2333,0,44,29,0,1,1,29,1,1,1,0,0,0.000044,0,0.000106,VTVcanal8,0.548006,0.082152,0.001041,"#ff5315"
YensonyC,YensonyC,966,0,0,0,0,8503,0,320,72,0,1,1,268,1,1,1,0,0,0.000044,0,0.001723,SOLOVENEX_,0.251836,0.438312,0.001041,"#00b2e6"
Reos1970,Reos1970,7477,1,0,0,1,1957,0,134,85,0,5,5,5,8,0.295739,0.344001,0,0,0.000044,0,0.033686,pulidojorge,0.423601,0.730424,0.005203,"#da5ed6"
EvelinEvies,EvelinEvies,17495,0,0,0,0,416,9,954,1417,0,0,0,7,0,0,0,0,0,0.000044,0,0,7,0.926627,0.73387,0,"#c0c0c0"
NelsonB53,NelsonB53,36377,0,0,0,0,32478,1,1152,438,0,1,1,268,1,1,1,0,0,0.000044,0,0.001723,SOLOVENEX_,0.259287,0.440555,0.001041,"#00b2e6"
YANETHROXANARO1,YANETHROXANARO1,4310,0,0,0,0,97,0,28,39,0,1,1,29,1,1,1,0,0,0.000044,0,0.000106,VTVcanal8,0.602966,0.060279,0.001041,"#ff5315"
piyunior,piyunior,48570,1,1,0,3,45,12,1329,1342,0,1,1,247,9,0.210495,0.235294,0,0,0.000044,0,0.03126,klon_perez,0.666938,0.541791,0.001041,"#36ae00"
fersadualterna,fersadualterna,11151,1,0,1,2,28957,1,3143,2519,1,4,5,94,8,0.272727,0.315517,268.883333,0.000988,0.000049,0.000012,0.00265,94,0.174083,0.623839,0.005203,"#c0c0c0"
Andarlinso1,Andarlinso1,5733,0,0,0,0,33,0,83,16,0,1,1,29,1,1,1,0,0,0.000044,0,0.000106,VTVcanal8,0.570631,0.017648,0.001041,"#ff5315"
Megaz0rd_,Megaz0rd_,11975,0,0,0,0,27983,2,905,223,0,1,1,268,1,1,1,0,0,0.000044,0,0.001723,SOLOVENEX_,0.327093,0.420638,0.001041,"#00b2e6"
luisequint,luisequint,10271,0,0,0,4,35101,10,1526,1299,0,0,0,8,0,0,0,0,0,0.000044,0,0,8,0.247059,0.075087,0,"#c0c0c0"
Charles_ark,Charles_ark,24259,0,0,0,0,8010,5,1731,929,0,1,1,15,2,0.666667,0.75,0,0,0.000044,0,0.00006,15,0.24217,0.819042,0.001041,"#c0c0c0"
DannyVillasmilM,DannyVillasmilM,1246,0,1,0,1,9178,1,192,474,0,0,0,9,0,0,0,0,0,0.000044,0,0,9,0.029454,0.364765,0,"#c0c0c0"
BeluardiSanchez,BeluardiSanchez,3749,0,0,0,0,1912,3,1840,306,0,1,1,302,2,0.666667,0.75,0,0,0.000044,0,0.000078,amarcanopsuv,0.089713,0.545613,0.001041,"#d94968"
alain_ander,alain_ander,905,0,0,1,0,42,0,232,14,0,1,1,120,1,1,1,0,0,0.000044,0,0.00013,MervinMaldonad0,0.407941,0.21065,0.001041,"#00a176"
jhonmarysLoba,jhonmarysLoba,32020,0,0,0,0,2,0,3,6,0,1,1,29,1,1,1,0,0,0.000044,0,0.000106,VTVcanal8,0.58565,0.065209,0.001041,"#ff5315"
Mati16811636,Mati16811636,9917,0,0,0,0,11828,1,900,181,0,1,1,5,10,0.175716,0.1919,0,0,0.000044,0,0.000012,pulidojorge,0.167876,0.786068,0.001041,"#da5ed6"
RafaelReverol,RafaelReverol,28351,0,0,0,0,55791,0,1150,412,0,6,6,152,9,0.242112,0.278088,0,0,0.000044,0,0.007741,152,0.401425,0.665142,0.006243,"#c0c0c0"
manutom_12,manutom_12,82386,0,0,0,0,172569,2,400,320,0,10,10,340,8,0.275916,0.322061,0,0,0.000044,0,0.041067,340,0.257531,0.550014,0.010406,"#c0c0c0"
deysiMo14649927,deysiMo14649927,9712,0,0,0,0,10,0,49,31,0,1,1,29,1,1,1,0,0,0.000044,0,0.000106,VTVcanal8,0.494957,0.11078,0.001041,"#ff5315"
