Id,Label,d8,d7,d6,d5,d4,d3,d2,d1,d0,indegree,outdegree,Degree,modularity_class,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,eigencentrality,pageranks,Authority,Hub,Comunidades,X,Y,Size,Color
metrabo57,metrabo57,44192,0,0,0,0,44480,0,1040,224,0,1,1,247,9,0.210495,0.235294,0,0,0.000044,0,0.03126,klon_perez,0.686337,0.49649,0.001041,"#36ae00"
HenryArrecheder,HenryArrecheder,3864,0,0,0,0,11308,0,272,33,0,1,1,247,9,0.210495,0.235294,0,0,0.000044,0,0.03126,klon_perez,0.736565,0.597613,0.001041,"#36ae00"
fernanjop,fernanjop,6251,0,0,0,0,748,0,328,213,0,1,1,247,9,0.210495,0.235294,0,0,0.000044,0,0.03126,klon_perez,0.737625,0.605704,0.001041,"#36ae00"
JotaJimenezs,JotaJimenezs,14004,0,0,0,1,4735,3,958,662,0,2,2,78,9,0.210746,0.237182,0,0,0.000044,0,0.031723,78,0.467604,0.459321,0.002081,"#c0c0c0"
JorgeL2802,JorgeL2802,15464,0,0,0,0,14695,0,274,119,0,1,1,247,9,0.210495,0.235294,0,0,0.000044,0,0.03126,klon_perez,0.707765,0.539613,0.001041,"#36ae00"
shelightup,shelightup,110938,0,0,0,0,62825,15,394,603,0,1,1,247,9,0.210495,0.235294,0,0,0.000044,0,0.03126,klon_perez,0.704363,0.526899,0.001041,"#36ae00"
g_glanneris,g_glanneris,5803,0,0,0,0,5478,0,105,16,0,1,1,247,9,0.210495,0.235294,0,0,0.000044,0,0.03126,klon_perez,0.609673,0.504962,0.001041,"#36ae00"
HansCrema88,HansCrema88,8497,0,0,0,0,71606,2,630,214,0,2,2,476,1,1,1,0,0,0.000044,0,0,476,0.198157,0.11613,0.002081,"#c0c0c0"
rjppcfcvzla,rjppcfcvzla,31735,0,0,0,0,12739,14,1998,653,0,2,2,65,9,0.256354,0.291942,0,0,0.000044,0,0.035386,Naranjazos10,0.474978,0.596206,0.002081,"#ad7d00"
ulisesrivero,ulisesrivero,23914,0,0,0,0,16432,2,2612,1079,0,1,1,247,9,0.210495,0.235294,0,0,0.000044,0,0.03126,klon_perez,0.589745,0.715284,0.001041,"#36ae00"
BreinerEduard12,BreinerEduard12,16683,0,0,0,0,8079,0,1543,467,0,1,1,247,9,0.210495,0.235294,0,0,0.000044,0,0.03126,klon_perez,0.614875,0.491505,0.001041,"#36ae00"
luis_e24,luis_e24,20661,0,0,0,0,6349,2,322,248,0,1,1,247,9,0.210495,0.235294,0,0,0.000044,0,0.03126,klon_perez,0.735344,0.688055,0.001041,"#36ae00"
RubenanEs,RubenanEs,78002,0,0,0,0,33516,6,1815,1107,0,1,1,247,9,0.210495,0.235294,0,0,0.000044,0,0.03126,klon_perez,0.604199,0.686065,0.001041,"#36ae00"
creator1000,creator1000,6672,0,0,0,0,9554,2,927,194,0,1,1,247,9,0.210495,0.235294,0,0,0.000044,0,0.03126,klon_perez,0.700348,0.49655,0.001041,"#36ae00"
danlieranllerr,danlieranllerr,12730,0,0,0,0,35192,0,2182,1071,0,1,1,247,9,0.210495,0.235294,0,0,0.000044,0,0.03126,klon_perez,0.634866,0.502611,0.001041,"#36ae00"
Joserpf17,Joserpf17,42705,0,0,0,0,840,0,228,235,0,1,1,247,9,0.210495,0.235294,0,0,0.000044,0,0.03126,klon_perez,0.537871,0.647022,0.001041,"#36ae00"
uranio_23,uranio_23,1432,0,0,0,0,1081,8,2396,264,0,1,1,247,9,0.210495,0.235294,0,0,0.000044,0,0.03126,klon_perez,0.596388,0.690717,0.001041,"#36ae00"
gersonvivasp,gersonvivasp,6148,0,0,0,0,54055,0,36,117,0,1,1,247,9,0.210495,0.235294,0,0,0.000044,0,0.03126,klon_perez,0.647636,0.713768,0.001041,"#36ae00"
Pachec0chips,Pachec0chips,1104,0,0,0,0,1709,0,416,72,0,1,1,247,9,0.210495,0.235294,0,0,0.000044,0,0.03126,klon_perez,0.551052,0.690782,0.001041,"#36ae00"
MarioE_92,MarioE_92,3078,0,0,0,0,8720,0,219,157,0,1,1,247,9,0.210495,0.235294,0,0,0.000044,0,0.03126,klon_perez,0.731876,0.661598,0.001041,"#36ae00"
Davidazuaje0962,Davidazuaje0962,45937,0,0,0,0,43202,10,3826,2047,0,3,3,251,9,0.211124,0.239307,0,0,0.000044,0,0.032417,251,0.544106,0.45777,0.003122,"#c0c0c0"
murillocasanova,murillocasanova,293912,0,0,0,0,418,58,435,2891,0,1,1,247,9,0.210495,0.235294,0,0,0.000044,0,0.03126,klon_perez,0.630375,0.693044,0.001041,"#36ae00"
Rafa14_c,Rafa14_c,79063,0,0,0,0,20636,7,470,707,0,1,1,247,9,0.210495,0.235294,0,0,0.000044,0,0.03126,klon_perez,0.667786,0.5068,0.001041,"#36ae00"
kikopalillo,kikopalillo,5082,0,0,0,0,13766,0,406,232,0,1,1,247,9,0.210495,0.235294,0,0,0.000044,0,0.03126,klon_perez,0.728861,0.550335,0.001041,"#36ae00"
MarcoMo75070496,MarcoMo75070496,621,0,0,0,0,748,0,609,47,0,1,1,247,9,0.210495,0.235294,0,0,0.000044,0,0.03126,klon_perez,0.678189,0.509841,0.001041,"#36ae00"
wil3831,wil3831,3566,0,0,0,0,3610,9,1507,302,1,2,3,78,9,0.211031,0.23745,27,0.000998,0.000056,0.000006,0.031723,78,0.460198,0.511997,0.003122,"#c0c0c0"
RafaelOrtizV17,RafaelOrtizV17,1099,0,0,0,0,528,0,899,516,0,1,1,247,9,0.210495,0.235294,0,0,0.000044,0,0.03126,klon_perez,0.543424,0.545498,0.001041,"#36ae00"
gerardojurado10,gerardojurado10,16199,0,0,0,0,941,1,1365,341,0,1,1,247,9,0.210495,0.235294,0,0,0.000044,0,0.03126,klon_perez,0.702148,0.677591,0.001041,"#36ae00"
jotajotamaturin,jotajotamaturin,11145,0,0,0,0,10531,0,1883,312,0,1,1,247,9,0.210495,0.235294,0,0,0.000044,0,0.03126,klon_perez,0.530245,0.594039,0.001041,"#36ae00"
lgmarquez1960,lgmarquez1960,258277,0,0,0,0,448784,37,5000,3882,0,2,2,65,9,0.256354,0.291942,0,0,0.000044,0,0.035386,Naranjazos10,0.482997,0.610259,0.002081,"#ad7d00"
edudiazdoc,edudiazdoc,9536,0,0,0,0,314,6,1039,247,0,1,1,247,9,0.210495,0.235294,0,0,0.000044,0,0.03126,klon_perez,0.682268,0.684259,0.001041,"#36ae00"
leomallo23,leomallo23,1970,0,0,0,0,4547,0,298,34,0,1,1,247,9,0.210495,0.235294,0,0,0.000044,0,0.03126,klon_perez,0.604292,0.51046,0.001041,"#36ae00"
jonathampraga,jonathampraga,6730,0,0,0,0,1782,9,344,267,0,1,1,247,9,0.210495,0.235294,0,0,0.000044,0,0.03126,klon_perez,0.562122,0.679465,0.001041,"#36ae00"
Rubendb_,Rubendb_,43096,0,0,0,0,477,3,507,1070,0,1,1,247,9,0.210495,0.235294,0,0,0.000044,0,0.03126,klon_perez,0.689505,0.711316,0.001041,"#36ae00"
jesuslolo8,jesuslolo8,8651,0,0,0,0,5127,1,1606,222,0,1,1,247,9,0.210495,0.235294,0,0,0.000044,0,0.03126,klon_perez,0.72482,0.653232,0.001041,"#36ae00"
moises8oo,moises8oo,10905,0,0,0,0,5306,1,157,110,0,1,1,247,9,0.210495,0.235294,0,0,0.000044,0,0.03126,klon_perez,0.666727,0.488443,0.001041,"#36ae00"
JuanPana83,JuanPana83,1056,0,0,0,2,39,0,264,30,0,1,1,247,9,0.210495,0.235294,0,0,0.000044,0,0.03126,klon_perez,0.692388,0.562525,0.001041,"#36ae00"
aleccc1000,aleccc1000,77109,0,0,0,0,52659,14,3196,2775,0,1,1,247,9,0.210495,0.235294,0,0,0.000044,0,0.03126,klon_perez,0.752471,0.613453,0.001041,"#36ae00"
jlmedina87,jlmedina87,25955,0,0,0,0,11389,12,638,436,1,2,3,251,9,0.228923,0.255019,353,0.000896,0.000081,0,0.03133,251,0.547233,0.745661,0.003122,"#c0c0c0"
RobertoAtria,RobertoAtria,46579,0,0,0,0,17931,4,478,410,0,1,1,247,9,0.210495,0.235294,0,0,0.000044,0,0.03126,klon_perez,0.719202,0.55452,0.001041,"#36ae00"
RGordonesg,RGordonesg,190,0,0,0,0,23,0,61,13,0,1,1,247,9,0.210495,0.235294,0,0,0.000044,0,0.03126,klon_perez,0.696818,0.686773,0.001041,"#36ae00"
jpepegoyo,jpepegoyo,16261,0,0,0,0,63852,0,1691,331,0,1,1,247,9,0.210495,0.235294,0,0,0.000044,0,0.03126,klon_perez,0.706349,0.556161,0.001041,"#36ae00"
mackrubens,mackrubens,23317,0,0,0,0,23355,5,1638,628,0,1,1,247,9,0.210495,0.235294,0,0,0.000044,0,0.03126,klon_perez,0.638157,0.711114,0.001041,"#36ae00"
williancobos,williancobos,6400,0,0,0,0,2469,1,415,185,0,1,1,247,9,0.210495,0.235294,0,0,0.000044,0,0.03126,klon_perez,0.756769,0.563136,0.001041,"#36ae00"
maryabriwan,maryabriwan,2988,0,0,0,0,955,0,113,13,0,1,1,247,9,0.210495,0.235294,0,0,0.000044,0,0.03126,klon_perez,0.710943,0.55972,0.001041,"#36ae00"
Gabriel35005987,Gabriel35005987,14366,0,0,0,0,2160,0,255,77,0,1,1,247,9,0.210495,0.235294,0,0,0.000044,0,0.03126,klon_perez,0.710469,0.531122,0.001041,"#36ae00"
OmairaAlvarez3,OmairaAlvarez3,32544,0,0,0,0,31114,0,267,133,0,2,2,65,9,0.256354,0.291942,0,0,0.000044,0,0.035386,Naranjazos10,0.481268,0.578559,0.002081,"#ad7d00"
waildbros,waildbros,70161,0,0,0,0,921,9,1007,586,0,1,1,247,9,0.210495,0.235294,0,0,0.000044,0,0.03126,klon_perez,0.655939,0.681225,0.001041,"#36ae00"
EdicionFinal,EdicionFinal,2642,0,0,0,0,37,0,685,92,0,1,1,247,9,0.210495,0.235294,0,0,0.000044,0,0.03126,klon_perez,0.723111,0.535537,0.001041,"#36ae00"
lmartino76,lmartino76,145264,0,0,0,0,48076,13,4999,4326,0,1,1,247,9,0.210495,0.235294,0,0,0.000044,0,0.03126,klon_perez,0.739143,0.559021,0.001041,"#36ae00"
marmigbracho,marmigbracho,3060,0,0,0,0,4100,0,171,85,0,1,1,247,9,0.210495,0.235294,0,0,0.000044,0,0.03126,klon_perez,0.604674,0.48486,0.001041,"#36ae00"
giovisentinip,giovisentinip,10676,0,0,0,0,8407,5,324,264,0,1,1,247,9,0.210495,0.235294,0,0,0.000044,0,0.03126,klon_perez,0.534305,0.550255,0.001041,"#36ae00"
_DjSilver_,_DjSilver_,30482,0,0,0,0,40492,12,1084,436,0,1,1,247,9,0.210495,0.235294,0,0,0.000044,0,0.03126,klon_perez,0.744321,0.617622,0.001041,"#36ae00"
ArsenioeE,ArsenioeE,14503,0,0,0,0,328,1,411,482,0,1,1,247,9,0.210495,0.235294,0,0,0.000044,0,0.03126,klon_perez,0.647956,0.705143,0.001041,"#36ae00"
Igavalo,Igavalo,49895,0,0,0,0,11601,6,2943,555,0,1,1,247,9,0.210495,0.235294,0,0,0.000044,0,0.03126,klon_perez,0.655989,0.489142,0.001041,"#36ae00"
alexiseaj_CFC,alexiseaj_CFC,6475,0,0,0,0,14312,1,779,116,0,1,1,247,9,0.210495,0.235294,0,0,0.000044,0,0.03126,klon_perez,0.534074,0.542628,0.001041,"#36ae00"
Ryckzolea,Ryckzolea,13373,0,0,0,0,14772,7,4172,3375,0,1,1,247,9,0.210495,0.235294,0,0,0.000044,0,0.03126,klon_perez,0.654571,0.501969,0.001041,"#36ae00"
bluesky4311,bluesky4311,18628,0,0,0,0,24837,0,4630,1938,0,1,1,247,9,0.210495,0.235294,0,0,0.000044,0,0.03126,klon_perez,0.635869,0.483048,0.001041,"#36ae00"
Alcedowpa,Alcedowpa,37063,0,0,0,0,19456,6,4568,2865,0,1,1,247,9,0.210495,0.235294,0,0,0.000044,0,0.03126,klon_perez,0.73282,0.591969,0.001041,"#36ae00"
gonzalogomezy,gonzalogomezy,5347,0,0,0,0,7000,1,363,126,0,1,1,247,9,0.210495,0.235294,0,0,0.000044,0,0.03126,klon_perez,0.708627,0.675102,0.001041,"#36ae00"
danielgraffe1,danielgraffe1,73854,0,0,0,0,329651,23,2926,2573,0,1,1,247,9,0.210495,0.235294,0,0,0.000044,0,0.03126,klon_perez,0.528196,0.606885,0.001041,"#36ae00"
josepivela,josepivela,10873,0,0,0,0,2021,0,296,325,0,1,1,247,9,0.210495,0.235294,0,0,0.000044,0,0.03126,klon_perez,0.728797,0.537763,0.001041,"#36ae00"
giovannysa31,giovannysa31,17032,0,0,0,0,6284,6,2338,2194,0,1,1,247,9,0.210495,0.235294,0,0,0.000044,0,0.03126,klon_perez,0.6442,0.731489,0.001041,"#36ae00"
HernanR10,HernanR10,5674,0,0,0,0,969,1,731,184,0,1,1,247,9,0.210495,0.235294,0,0,0.000044,0,0.03126,klon_perez,0.560904,0.664789,0.001041,"#36ae00"
richardvlnc,richardvlnc,90243,0,0,0,0,65989,19,987,1116,1,1,2,265,9,0.210495,0.235294,704,0.000992,0.000056,0.000009,0.03126,265,0.619082,0.45292,0.002081,"#c0c0c0"
Antonyquinter0,Antonyquinter0,100173,0,0,0,0,95929,5,409,515,0,1,1,247,9,0.210495,0.235294,0,0,0.000044,0,0.03126,klon_perez,0.654407,0.69007,0.001041,"#36ae00"
EduardoJoseRu14,EduardoJoseRu14,1589,0,0,0,0,66,0,101,5,0,1,1,247,9,0.210495,0.235294,0,0,0.000044,0,0.03126,klon_perez,0.712561,0.626204,0.001041,"#36ae00"
antoniolee23,antoniolee23,13869,0,0,0,0,13602,1,1619,831,0,1,1,247,9,0.210495,0.235294,0,0,0.000044,0,0.03126,klon_perez,0.707481,0.537119,0.001041,"#36ae00"
LuismiguelDu,LuismiguelDu,69100,0,0,0,0,68540,1,2767,794,0,1,1,247,9,0.210495,0.235294,0,0,0.000044,0,0.03126,klon_perez,0.70759,0.651996,0.001041,"#36ae00"
CesarHe009,CesarHe009,18453,1,0,0,0,26848,0,3741,1537,0,1,1,5,9,0.214027,0.233309,0,0,0.000044,0,0,pulidojorge,0.312127,0.902985,0.001041,"#da5ed6"
Edsonlgp,Edsonlgp,77244,0,0,0,0,60109,15,1571,2663,0,1,1,247,9,0.210495,0.235294,0,0,0.000044,0,0.03126,klon_perez,0.751075,0.656726,0.001041,"#36ae00"
oscarcra,oscarcra,14269,0,0,0,0,2801,5,1730,211,0,1,1,247,9,0.210495,0.235294,0,0,0.000044,0,0.03126,klon_perez,0.636197,0.490761,0.001041,"#36ae00"
Luiscol07,Luiscol07,2543,0,0,0,0,2042,0,201,79,0,1,1,247,9,0.210495,0.235294,0,0,0.000044,0,0.03126,klon_perez,0.622212,0.695044,0.001041,"#36ae00"
Oantequera,Oantequera,38351,0,0,0,0,13341,13,1008,2975,0,2,2,152,9,0.211758,0.23926,0,0,0.000044,0,0.031389,152,0.554576,0.734006,0.002081,"#c0c0c0"
D10s_N11r,D10s_N11r,5014,0,0,0,0,0,2,180,15,0,1,1,247,9,0.210495,0.235294,0,0,0.000044,0,0.03126,klon_perez,0.697053,0.51575,0.001041,"#36ae00"
igorhereira,igorhereira,4435,0,0,0,0,10272,2,343,230,0,1,1,247,9,0.210495,0.235294,0,0,0.000044,0,0.03126,klon_perez,0.691338,0.5048,0.001041,"#36ae00"
JesusGuillen8,JesusGuillen8,56108,0,0,0,0,43413,5,4997,714,0,1,1,247,9,0.210495,0.235294,0,0,0.000044,0,0.03126,klon_perez,0.678426,0.502992,0.001041,"#36ae00"
Tevoyadartetero,Tevoyadartetero,11091,0,0,0,0,1695,4,806,128,0,1,1,247,9,0.210495,0.235294,0,0,0.000044,0,0.03126,klon_perez,0.745342,0.600483,0.001041,"#36ae00"
WillieApfel,WillieApfel,1045,0,0,0,0,991,2,326,106,0,1,1,247,9,0.210495,0.235294,0,0,0.000044,0,0.03126,klon_perez,0.605869,0.695075,0.001041,"#36ae00"
gabrielher_,gabrielher_,74477,0,0,0,0,14999,12,753,1759,0,1,1,247,9,0.210495,0.235294,0,0,0.000044,0,0.03126,klon_perez,0.66534,0.708887,0.001041,"#36ae00"
Ramirezgers,Ramirezgers,2135,0,0,0,0,117924,2,1018,242,0,1,1,247,9,0.210495,0.235294,0,0,0.000044,0,0.03126,klon_perez,0.686727,0.689276,0.001041,"#36ae00"
Jairo_Contreras,Jairo_Contreras,12755,0,0,0,0,8203,9,1063,493,0,1,1,247,9,0.210495,0.235294,0,0,0.000044,0,0.03126,klon_perez,0.695047,0.511967,0.001041,"#36ae00"
SimonRiera7,SimonRiera7,5848,0,0,0,0,1165,2,1015,104,0,2,2,304,9,0.217073,0.244045,0,0,0.000044,0,0.031295,304,0.503997,0.478351,0.002081,"#c0c0c0"
EnriqueDG13,EnriqueDG13,6364,0,0,0,0,8517,0,1042,112,0,1,1,247,9,0.210495,0.235294,0,0,0.000044,0,0.03126,klon_perez,0.731484,0.669613,0.001041,"#36ae00"
Carlos_Prietog,Carlos_Prietog,50659,0,0,0,0,813,3,230,242,0,1,1,247,9,0.210495,0.235294,0,0,0.000044,0,0.03126,klon_perez,0.68727,0.701009,0.001041,"#36ae00"
0BR4M4R,0BR4M4R,17332,0,0,0,0,103588,1,440,267,0,1,1,247,9,0.210495,0.235294,0,0,0.000044,0,0.03126,klon_perez,0.61258,0.494806,0.001041,"#36ae00"
michaelrodri17,michaelrodri17,19560,0,0,0,0,15735,3,2178,112,0,1,1,247,9,0.210495,0.235294,0,0,0.000044,0,0.03126,klon_perez,0.536511,0.640537,0.001041,"#36ae00"
Freddyrossonero,Freddyrossonero,33810,0,0,0,0,88137,1,3255,421,0,1,1,247,9,0.210495,0.235294,0,0,0.000044,0,0.03126,klon_perez,0.721756,0.571113,0.001041,"#36ae00"
narb18,narb18,12656,0,0,0,0,34015,0,468,166,0,1,1,247,9,0.210495,0.235294,0,0,0.000044,0,0.03126,klon_perez,0.582173,0.680927,0.001041,"#36ae00"
HENDRYSNOEL,HENDRYSNOEL,27069,0,0,0,0,22471,0,2816,342,0,1,1,247,9,0.210495,0.235294,0,0,0.000044,0,0.03126,klon_perez,0.678238,0.678687,0.001041,"#36ae00"
gutimedin,gutimedin,3733,1,0,6,14,4514,1,1243,515,6,1,7,247,9,0.210778,0.235556,455,0.006498,0.000141,0.004346,0.03126,klon_perez,0.721282,0.754557,0.007284,"#36ae00"
jairo0784,jairo0784,39185,0,0,0,0,19487,14,1063,840,0,1,1,247,9,0.210495,0.235294,0,0,0.000044,0,0.03126,klon_perez,0.621519,0.500491,0.001041,"#36ae00"
DiegoAntoniorh,DiegoAntoniorh,41920,0,0,0,0,4414,3,2083,383,0,1,1,247,9,0.210495,0.235294,0,0,0.000044,0,0.03126,klon_perez,0.74909,0.649317,0.001041,"#36ae00"
JulioPeraza,JulioPeraza,6349,0,0,0,0,43708,1,369,175,0,1,1,247,9,0.210495,0.235294,0,0,0.000044,0,0.03126,klon_perez,0.711221,0.680653,0.001041,"#36ae00"
katuketi,katuketi,96295,0,0,0,0,183042,7,3618,721,0,1,1,247,9,0.210495,0.235294,0,0,0.000044,0,0.03126,klon_perez,0.720832,0.677916,0.001041,"#36ae00"
pulidonelson23,pulidonelson23,9186,0,0,0,0,41289,0,1063,297,0,1,1,247,9,0.210495,0.235294,0,0,0.000044,0,0.03126,klon_perez,0.724434,0.605509,0.001041,"#36ae00"
jorlugutmo,jorlugutmo,2002,3,0,0,7,148,0,154,13,1,1,2,247,9,0.210495,0.235294,0,0.000896,0.000063,0.001006,0.03126,klon_perez,0.710899,0.716634,0.002081,"#36ae00"
Hate3030,Hate3030,30622,0,0,0,0,14642,0,402,115,0,1,1,247,9,0.210495,0.235294,0,0,0.000044,0,0.03126,klon_perez,0.60579,0.71347,0.001041,"#36ae00"
crudovzla,crudovzla,1893,0,0,0,0,1877,4,679,168,0,1,1,247,9,0.210495,0.235294,0,0,0.000044,0,0.03126,klon_perez,0.554086,0.537407,0.001041,"#36ae00"
gonzalvarenga,gonzalvarenga,24118,0,0,0,0,8415,5,3650,2565,0,1,1,247,9,0.210495,0.235294,0,0,0.000044,0,0.03126,klon_perez,0.623484,0.708887,0.001041,"#36ae00"
JuanMiguelDY,JuanMiguelDY,18096,0,0,0,0,113,1,539,285,0,1,1,247,9,0.210495,0.235294,0,0,0.000044,0,0.03126,klon_perez,0.590811,0.509914,0.001041,"#36ae00"
GerdezCharly,GerdezCharly,5033,0,0,0,0,30202,0,739,246,0,1,1,247,9,0.210495,0.235294,0,0,0.000044,0,0.03126,klon_perez,0.587314,0.502591,0.001041,"#36ae00"
Kewyngil,Kewyngil,316,0,0,0,0,1817,0,244,4,0,2,2,282,9,0.210872,0.237418,0,0,0.000044,0,0.031868,282,0.566245,0.446409,0.002081,"#c0c0c0"
alfortiz66,alfortiz66,19110,0,0,0,0,23809,0,335,133,0,1,1,247,9,0.210495,0.235294,0,0,0.000044,0,0.03126,klon_perez,0.547288,0.656772,0.001041,"#36ae00"
MiguelE56568888,MiguelE56568888,1721,0,0,0,0,6443,2,539,43,0,1,1,247,9,0.210495,0.235294,0,0,0.000044,0,0.03126,klon_perez,0.680321,0.686484,0.001041,"#36ae00"
cerodrig2414,cerodrig2414,5731,0,0,0,0,33331,1,1808,287,0,1,1,247,9,0.210495,0.235294,0,0,0.000044,0,0.03126,klon_perez,0.747281,0.625224,0.001041,"#36ae00"
Julitotorres_,Julitotorres_,5176,0,0,0,0,45036,0,111,73,0,1,1,247,9,0.210495,0.235294,0,0,0.000044,0,0.03126,klon_perez,0.628865,0.505207,0.001041,"#36ae00"
lgdiaz_66,lgdiaz_66,81779,0,0,0,0,7791,17,1388,1536,35,6,41,30,9,0.226367,0.260168,25533.276934,0.041681,0.003294,0.009134,0.032985,avilchezve,0.71535,0.910005,0.087359,"#57782f"
aesm2311,aesm2311,1011,0,0,0,0,6453,0,234,27,0,1,1,625,1,1,1,0,0,0.000044,0,0.000033,625,0.767633,0.868555,0.001041,"#c0c0c0"
ferc1903,ferc1903,11681,0,0,0,0,6099,1,786,188,0,1,1,247,9,0.210495,0.235294,0,0,0.000044,0,0.03126,klon_perez,0.645932,0.497753,0.001041,"#36ae00"
tas100mania,tas100mania,964,0,0,0,0,1683,0,99,51,0,1,1,247,9,0.210495,0.235294,0,0,0.000044,0,0.03126,klon_perez,0.595129,0.702984,0.001041,"#36ae00"
Daniel_m194,Daniel_m194,70655,0,0,0,0,45727,1,193,79,0,4,4,78,9,0.260324,0.300393,0,0,0.000044,0,0.03698,78,0.470971,0.50659,0.004162,"#c0c0c0"
luisurbinab,luisurbinab,2789,0,0,0,0,6429,0,1250,119,0,2,2,30,9,0.213551,0.240784,0,0,0.000044,0,0.031708,avilchezve,0.637177,0.787188,0.004261,"#57782f"
NietoSanabria,NietoSanabria,56001,0,0,0,0,39103,30,1611,1517,0,1,1,247,9,0.210495,0.235294,0,0,0.000044,0,0.03126,klon_perez,0.578516,0.497983,0.001041,"#36ae00"
oggalvis,oggalvis,157295,0,0,0,0,127,45,1816,2147,0,1,1,247,9,0.210495,0.235294,0,0,0.000044,0,0.03126,klon_perez,0.552417,0.654558,0.001041,"#36ae00"
Chapohernande,Chapohernande,254,0,0,0,0,366,0,84,6,0,1,1,247,9,0.210495,0.235294,0,0,0.000044,0,0.03126,klon_perez,0.637508,0.687744,0.001041,"#36ae00"
franciscodice_,franciscodice_,799,0,0,0,0,1391,0,315,50,0,1,1,247,9,0.210495,0.235294,0,0,0.000044,0,0.03126,klon_perez,0.691692,0.491824,0.001041,"#36ae00"
ejrp01,ejrp01,16299,0,0,0,0,1979,10,368,98,0,1,1,247,9,0.210495,0.235294,0,0,0.000044,0,0.03126,klon_perez,0.724281,0.659168,0.001041,"#36ae00"
JosethG8,JosethG8,65577,0,0,0,0,3266,19,1061,1017,0,1,1,247,9,0.210495,0.235294,0,0,0.000044,0,0.03126,klon_perez,0.67052,0.674804,0.001041,"#36ae00"
AngelBrazon3,AngelBrazon3,797,0,0,0,0,934,0,99,6,0,1,1,247,9,0.210495,0.235294,0,0,0.000044,0,0.03126,klon_perez,0.672184,0.698529,0.001041,"#36ae00"
EnmanuelPrada,EnmanuelPrada,4642,0,0,0,0,16482,0,316,162,0,1,1,247,9,0.210495,0.235294,0,0,0.000044,0,0.03126,klon_perez,0.629052,0.485261,0.001041,"#36ae00"
jesusorlando_27,jesusorlando_27,24407,0,0,0,0,17630,0,1117,274,0,1,1,247,9,0.210495,0.235294,0,0,0.000044,0,0.03126,klon_perez,0.716057,0.655716,0.001041,"#36ae00"
VictorVass,VictorVass,14692,0,0,0,0,7407,5,1111,733,0,1,1,247,9,0.210495,0.235294,0,0,0.000044,0,0.03126,klon_perez,0.596524,0.684108,0.001041,"#36ae00"
afalcon89,afalcon89,76707,0,0,0,0,197364,57,2117,766,0,2,2,30,9,0.218441,0.245452,0,0,0.000044,0,0.031992,avilchezve,0.631243,0.756298,0.004261,"#57782f"
rb0867,rb0867,3655,0,0,0,0,16704,1,910,109,0,1,1,247,9,0.210495,0.235294,0,0,0.000044,0,0.03126,klon_perez,0.744643,0.582775,0.001041,"#36ae00"
osmanj07,osmanj07,4031,0,0,0,0,9208,0,902,99,0,2,2,78,9,0.210746,0.237182,0,0,0.000044,0,0.032099,78,0.555131,0.495838,0.002081,"#c0c0c0"
R_miarroba,R_miarroba,29903,0,0,0,0,24662,2,2981,1288,0,1,1,247,9,0.210495,0.235294,0,0,0.000044,0,0.03126,klon_perez,0.546486,0.528111,0.001041,"#36ae00"
TykO791,TykO791,143424,0,0,0,0,17143,13,390,436,0,1,1,247,9,0.210495,0.235294,0,0,0.000044,0,0.03126,klon_perez,0.594975,0.717507,0.001041,"#36ae00"
SargentoM37,SargentoM37,36083,1,0,0,0,252,0,669,190,1,2,3,78,9,0.210998,0.23756,353,0.000896,0.000081,0,0.03138,78,0.594454,0.418812,0.003122,"#c0c0c0"
jeffryzam01,jeffryzam01,34301,0,0,0,0,72384,0,977,153,0,1,1,247,9,0.210495,0.235294,0,0,0.000044,0,0.03126,klon_perez,0.554192,0.675711,0.001041,"#36ae00"
PedroDeJesusVe,PedroDeJesusVe,30,0,0,0,0,2798,0,488,47,0,1,1,247,9,0.210495,0.235294,0,0,0.000044,0,0.03126,klon_perez,0.694961,0.529151,0.001041,"#36ae00"
edm1rz,edm1rz,131132,0,0,0,0,267573,16,890,528,0,2,2,476,1,1,1,0,0,0.000044,0,0,476,0.204898,0.113152,0.002081,"#c0c0c0"
calr1901,calr1901,798,0,0,0,0,2103,0,239,2,0,1,1,5,1,1,1,0,0,0.000044,0,0.000111,pulidojorge,0.464255,0.943915,0.001041,"#da5ed6"
alcenteno,alcenteno,59087,0,0,0,1,13112,11,4985,1771,0,0,0,475,0,0,0,0,0,0.000044,0,0,475,0.902985,0.731334,0,"#c0c0c0"
javiergon56,javiergon56,81969,1,0,3,5,2855,84,904,8386,4,1,5,604,0,0,0,0,0.003952,0.000156,0,0,604,0.822981,0.87869,0.005203,"#c0c0c0"
RobleStevan,RobleStevan,63835,0,0,0,0,62638,0,85,124,0,2,2,476,1,1,1,0,0,0.000044,0,0,476,0.218006,0.128986,0.002081,"#c0c0c0"
ignacio_17mb,ignacio_17mb,13180,0,0,0,0,84523,0,1176,225,0,2,2,476,1,1,1,0,0,0.000044,0,0,476,0.215162,0.11065,0.002081,"#c0c0c0"
carrusca_edu,carrusca_edu,19097,0,0,0,0,66013,2,1329,187,0,2,2,476,1,1,1,0,0,0.000044,0,0,476,0.217876,0.11815,0.002081,"#c0c0c0"
