_id,message_clean,followers,followings,listed_count,favourites_count,likes_count,retweet_count,quote_count,comments_count,reactions_count,count_user,statuses_count,Degree,pageranks_desnormalizado,indice_influencia
646d2f52bde86ad34213172f,jugadores vinotinto futsal haciendo modulos trabajo madrid espana deben viaticos prometidos federacion venezolana futbol fvf trabajos mes febrero comienzos marzo nadie responde,676,1301,0,66631,0,0,0,0,0,5,58031,1.0,0.0044,0.0022
646d2f52bde86ad342131730,jugadores vinotinto futsal haciendo modulos trabajo madrid espana deben viaticos prometidos federacion venezolana futbol fvf trabajos mes febrero comienzos marzo nadie responde,21151,614,62,25479,111,35,1,8,155,47,55133,961.0,3.324,1597.554340425532
646d2f52bde86ad342131731,rojo mineros empataron olimpico,229,307,8,10452,0,0,0,0,0,26,17650,1.0,0.0044,0.0022
646d2f52bde86ad342131732,rojo mineros empataron olimpico,1053,492,27,3577,2,1,0,0,3,27,26254,4.0,0.017499999999999998,0.053518518518518514
646d2f52bde86ad342131733,jorge gimenez presidente fvf confirmo partido fecha fifa 2 eliminatorias mundialista venezuela paraguay jugara monumental maturin 12 septiembre,21,55,0,0,0,0,0,0,0,2,549,1.0,0.0044,0.0022
646d2f52bde86ad342131734,venezuela misma imagino arbitros designa deberian tener mismo criterio cierto entonces si semana pasa argote expulso bryan castillo piscinazo paso aca senor luis salas ademas amonestado,1846,2672,25,1044,0,0,0,0,0,8,45958,6.0,0.0044,0.0132
646d2f52bde86ad342131735,venezuela misma imagino arbitros designa deberian tener mismo criterio cierto entonces si semana pasa argote expulso bryan castillo piscinazo paso aca senor luis salas ademas amonestado,145,379,1,229,0,0,0,0,0,15,18628,8.0,0.0044,0.0176
646d2f52bde86ad342131736,anunciar sede final sub 15 masculino torneo estaria llevando cabo premio constancia trabajo gestion pendientes,150,160,1,1827,0,0,0,0,0,2,6066,3.0,0.0044,0.0066
646d2f52bde86ad342131737,jorge gimenez presidente fvf confirmo partido fecha fifa 2 eliminatorias mundialista venezuela paraguay jugara monumental maturin 12 septiembre,7,55,0,594,1,1,0,0,2,4,988,2.0,0.0044,0.1294
646d2f52bde86ad342131738,jorge gimenez presidente fvf confirmo partido fecha fifa 2 eliminatorias mundialista venezuela paraguay jugara monumental maturin 12 septiembre,1384,705,11,5650,0,0,0,0,0,8,13641,6.0,0.1545,0.4635
646d2f52bde86ad342131739,jorge gimenez presidente fvf confirmo partido fecha fifa 2 eliminatorias mundialista venezuela paraguay jugara monumental maturin 12 septiembre,21,55,0,0,0,0,0,0,0,2,549,1.0,0.0044,0.0022
646d2f52bde86ad34213173a,jorge gimenez presidente fvf confirmo partido fecha fifa 2 eliminatorias mundialista venezuela paraguay jugara monumental maturin 12 septiembre,908,332,0,1834,3,4,0,0,7,3,3893,18.0,0.133,1.8636666666666666
